order_id,carline_id,colour_id,sales_person_id,region_id,sales_date,order_qty,price_per_unit,total_sales
137,22,1,26,5,2022-08-10,2,1304367.98,2608735.96
138,20,1,5,2,2025-07-02,1,4686629.7,4686629.7
139,26,15,30,6,2024-05-31,1,2647160.77,2647160.77
140,6,6,47,9,2024-05-30,2,2898682.73,5797365.46
141,19,4,7,4,2023-10-03,1,1200724.01,1200724.01
142,16,1,6,5,2024-02-03,2,453050.76,906101.52
143,33,5,8,5,2025-09-24,1,2815693.15,2815693.15
144,40,1,20,4,2025-03-29,2,3771961.85,7543923.7
145,21,11,36,4,2023-07-25,1,957223.51,957223.51
146,25,15,40,7,2025-02-14,1,3597383.12,3597383.12
147,2,2,45,8,2023-11-27,1,4691036.35,4691036.35
148,9,1,2,1,2024-05-09,1,1294404.74,1294404.74
149,8,14,4,3,2025-06-19,1,650940.39,650940.39
150,3,4,27,3,2025-12-22,1,475393.12,475393.12
151,14,1,14,8,2023-06-08,3,989698.79,2969096.37
152,13,4,35,7,2024-10-21,1,515050.02,515050.02
153,27,9,30,10,2023-10-04,1,2219421.65,2219421.65
154,25,1,21,3,2025-06-19,1,3253888.85,3253888.85
155,19,4,28,6,2023-09-28,1,1989233.17,1989233.17
156,11,6,13,10,2023-12-17,1,3866872.92,3866872.92
157,41,1,12,7,2025-09-04,1,3825766.81,3825766.81
158,6,4,38,6,2025-03-02,1,3513978.86,3513978.86
159,27,15,29,1,2024-06-24,1,4680019.39,4680019.39
160,26,3,30,6,2022-04-27,1,3505712.34,3505712.34
161,16,15,39,6,2024-08-05,1,500722.52,500722.52
162,25,1,37,7,2023-10-21,1,4114123.64,4114123.64
163,20,11,46,1,2025-08-16,1,4886519.32,4886519.32
164,9,4,11,4,2023-08-03,1,1467894.5,1467894.5
165,17,1,22,1,2022-07-13,1,673550.21,673550.21
166,24,11,39,9,2024-11-21,1,2416516.57,2416516.57
167,28,13,25,7,2023-11-04,1,2366469.67,2366469.67
168,27,7,42,7,2024-11-07,1,4066886.4,4066886.4
169,16,14,15,12,2022-07-27,1,462846.23,462846.23
170,23,6,40,2,2024-02-11,1,3886281.09,3886281.09
171,8,6,47,5,2024-04-21,1,591678.81,591678.81
172,16,6,51,6,2024-08-18,2,654090.08,1308180.16
173,10,4,50,5,2024-12-16,1,3778528.57,3778528.57
174,9,12,31,9,2025-02-09,1,1388123.14,1388123.14
175,40,1,11,3,2023-11-12,1,5474332.87,5474332.87
176,40,3,6,5,2022-02-27,1,3724514.09,3724514.09
177,14,3,3,3,2024-08-25,1,849441.01,849441.01
178,28,4,6,1,2023-03-18,1,1381376.94,1381376.94
179,35,5,19,3,2022-09-07,1,2927522.93,2927522.93
180,3,4,32,7,2022-02-03,1,608661.26,608661.26
181,26,2,23,3,2024-05-03,1,2739572.44,2739572.44
182,10,3,35,6,2024-11-05,1,3751830.8,3751830.8
183,17,15,2,4,2022-05-19,1,565634.9,565634.9
184,15,10,22,2,2023-12-23,1,3982473.94,3982473.94
185,34,4,41,3,2023-10-26,1,1520221.26,1520221.26
186,10,5,35,6,2022-03-16,2,2094955.49,4189910.98
187,30,10,22,3,2024-01-24,1,1544759.76,1544759.76
188,18,14,12,6,2024-10-15,1,2052072.51,2052072.51
189,33,4,53,3,2023-08-25,1,1760063.58,1760063.58
190,14,3,28,3,2024-06-28,1,827479.59,827479.59
191,15,3,18,7,2022-04-28,2,1084913.79,2169827.58
192,6,11,2,2,2025-05-29,1,2740201.18,2740201.18
193,28,2,24,5,2025-03-07,1,2546296.47,2546296.47
194,2,3,5,6,2024-12-20,1,1514067.37,1514067.37
195,14,1,34,5,2025-02-24,2,1056886.68,2113773.36
196,7,2,45,10,2022-10-05,1,4850938.45,4850938.45
197,19,1,55,12,2025-09-29,1,2346741.14,2346741.14
198,15,12,46,8,2025-12-05,1,1179671.38,1179671.38
199,33,2,51,6,2024-01-10,1,2642160.31,2642160.31
200,24,5,6,1,2024-03-26,1,2345746.42,2345746.42
201,43,10,5,2,2023-10-12,1,4255575.82,4255575.82
202,19,12,41,6,2022-09-22,1,1972986.37,1972986.37
203,18,1,11,3,2024-11-28,1,3752671.86,3752671.86
204,35,5,20,7,2022-07-11,1,1786397.6,1786397.6
205,20,2,47,10,2023-11-23,2,1601946.94,3203893.88
206,24,1,37,3,2023-03-08,1,4175130.93,4175130.93
207,31,4,19,7,2023-09-11,1,2617184.62,2617184.62
208,20,3,4,3,2024-05-01,1,4249514.44,4249514.44
209,20,3,47,12,2023-12-09,1,1749245.79,1749245.79
210,7,3,18,6,2023-08-18,1,2871645.15,2871645.15
211,36,12,37,8,2023-01-24,2,1779178.81,3558357.62
212,31,4,2,1,2024-03-16,1,2954996.52,2954996.52
213,20,3,32,7,2025-09-01,1,4923833.1,4923833.1
214,27,1,17,8,2024-04-05,1,1953196.96,1953196.96
215,16,2,5,5,2024-07-11,1,540971.24,540971.24
216,31,7,7,5,2023-11-26,3,2051125.56,6153376.68
217,16,3,3,2,2023-11-14,1,450082.21,450082.21
218,21,1,21,3,2025-06-16,2,950218.2,1900436.4
219,30,11,46,6,2024-08-30,1,1954846.24,1954846.24
220,34,15,51,10,2025-11-10,1,2271070.09,2271070.09
221,25,15,15,8,2025-04-10,1,1693339.49,1693339.49
222,20,10,53,7,2022-03-06,1,3082117.08,3082117.08
223,24,4,27,7,2024-04-20,1,3675153.31,3675153.31
224,20,11,46,2,2023-03-01,1,3445277.42,3445277.42
225,24,3,30,10,2023-12-03,1,4868224.67,4868224.67
226,28,11,31,3,2023-05-20,1,4217454.39,4217454.39
227,13,15,46,3,2025-12-14,2,588901.6,1177803.2
228,20,8,37,7,2024-02-17,2,3233029.59,6466059.18
229,38,10,3,3,2022-06-11,1,2485747.09,2485747.09
230,15,4,35,3,2025-02-25,1,2763321.69,2763321.69
231,28,5,43,10,2023-04-08,1,1375463.48,1375463.48
232,26,8,50,2,2025-02-01,1,930338.65,930338.65
233,42,12,42,3,2023-08-12,1,1048482.22,1048482.22
234,14,1,35,8,2022-03-18,2,1481012.1,2962024.2
235,39,2,54,5,2023-08-16,2,1592513.64,3185027.28
236,1,15,42,6,2024-10-08,1,2901458.91,2901458.91
237,8,11,47,6,2023-06-11,1,738196.26,738196.26
238,29,3,13,3,2025-08-01,1,426359.21,426359.21
239,38,1,12,12,2024-09-04,1,4245848.59,4245848.59
240,14,2,22,4,2025-03-19,1,1021494.38,1021494.38
241,1,1,20,3,2025-11-06,1,3218628.46,3218628.46
242,38,1,19,4,2023-03-29,1,3743477.13,3743477.13
243,11,9,27,7,2024-08-22,1,1358914.72,1358914.72
244,31,9,39,9,2022-06-17,1,4211179.01,4211179.01
245,22,13,54,6,2024-12-15,1,1387953.14,1387953.14
246,7,1,52,1,2022-09-28,1,2063439.62,2063439.62
247,21,4,47,1,2023-06-06,1,1322726.16,1322726.16
248,34,1,5,6,2022-05-04,1,3737450.42,3737450.42
249,40,1,50,2,2025-08-06,2,1683316.49,3366632.98
250,42,15,25,5,2025-10-30,1,1692562.68,1692562.68
251,37,1,26,6,2023-04-02,2,1967164.83,3934329.66
252,35,4,28,6,2023-04-16,3,3721090.67,11163272.01
253,12,13,8,1,2025-09-14,1,2152058.11,2152058.11
254,18,1,7,7,2024-07-03,2,3270958.05,6541916.1
255,25,9,15,6,2022-04-26,1,3232051.23,3232051.23
256,8,13,37,7,2025-10-09,1,959884.85,959884.85
257,11,5,18,1,2025-04-26,3,4244263.58,12732790.74
258,37,4,23,11,2025-10-06,1,6353144.88,6353144.88
259,22,3,35,6,2023-04-07,1,1588345.18,1588345.18
260,14,13,27,6,2022-10-02,1,1552251.2,1552251.2
261,12,4,35,8,2023-01-26,1,2091225.65,2091225.65
262,3,1,52,8,2025-10-07,1,591854.18,591854.18
263,20,14,13,11,2022-08-29,1,4519184.91,4519184.91
264,30,7,26,10,2025-02-04,2,3680799.34,7361598.68
265,14,6,24,6,2024-10-15,1,1061933.37,1061933.37
266,33,3,21,5,2025-02-26,1,3420836.27,3420836.27
267,36,5,47,5,2023-11-18,1,2423798.5,2423798.5
268,27,11,42,8,2024-08-01,1,3506130.08,3506130.08
269,9,8,35,12,2022-05-01,1,2376470.28,2376470.28
270,22,11,1,5,2025-07-15,1,1758493.78,1758493.78
271,11,5,40,7,2025-06-16,1,3587353.75,3587353.75
272,39,5,2,6,2023-07-17,1,3563287.27,3563287.27
273,23,7,12,1,2022-07-17,1,2046822.34,2046822.34
274,22,2,51,5,2024-02-04,1,1045648.7,1045648.7
275,41,7,53,9,2025-08-31,1,2997949.99,2997949.99
276,43,3,31,1,2022-01-20,1,3941669.65,3941669.65
277,28,6,55,12,2024-12-17,1,1163060.38,1163060.38
278,11,5,5,7,2023-07-29,1,4341445.45,4341445.45
279,38,13,14,6,2025-12-30,1,3173485.15,3173485.15
280,40,5,44,10,2023-11-11,1,3042182.56,3042182.56
281,30,1,23,1,2024-06-14,1,3817963.99,3817963.99
282,11,6,50,4,2025-07-22,1,1135330.89,1135330.89
283,12,3,28,3,2025-04-14,1,4625753.2,4625753.2
284,27,11,6,3,2024-02-18,1,1174764.81,1174764.81
285,29,3,1,11,2024-06-29,1,658356.6,658356.6
286,15,2,36,6,2022-07-31,1,2039086.04,2039086.04
287,2,6,25,1,2024-04-27,1,2335197.53,2335197.53
288,17,12,37,6,2025-11-04,2,428959.45,857918.9
289,8,1,27,4,2022-06-07,1,646180.08,646180.08
290,16,4,30,1,2023-09-16,1,733746.23,733746.23
291,1,3,29,4,2025-08-26,1,2264060.32,2264060.32
292,42,14,21,3,2024-03-26,1,1019684.3,1019684.3
293,42,4,16,4,2023-07-29,1,1224711.56,1224711.56
294,34,5,35,3,2025-01-31,1,2366552.98,2366552.98
295,2,2,54,7,2024-04-17,2,3864193.22,7728386.44
296,27,2,28,8,2022-06-01,1,1382880.58,1382880.58
297,19,5,45,5,2022-03-17,1,1832466.89,1832466.89
298,32,5,6,1,2023-05-24,2,2358196.85,4716393.7
299,27,1,44,7,2023-11-11,1,2222696.59,2222696.59
300,18,5,38,7,2023-03-29,1,755124.08,755124.08
301,18,6,23,12,2024-09-15,1,2022476.78,2022476.78
302,7,1,10,4,2023-12-04,2,3094009.76,6188019.52
303,11,4,21,1,2022-04-02,1,2716167.51,2716167.51
304,33,6,11,11,2023-05-15,1,1207428.25,1207428.25
305,21,4,52,5,2023-01-13,1,1437811.45,1437811.45
306,9,9,29,6,2024-03-07,1,2147899.04,2147899.04
307,1,7,37,1,2025-01-04,1,1594745.59,1594745.59
308,10,2,34,12,2023-10-04,1,2846475.04,2846475.04
309,26,11,53,7,2023-09-02,1,2780971.75,2780971.75
310,39,3,8,3,2024-03-06,1,3281985.25,3281985.25
311,8,6,42,11,2022-12-21,1,683596.48,683596.48
312,20,4,23,11,2024-09-19,1,1483984.33,1483984.33
313,8,5,44,6,2025-12-25,2,879111.84,1758223.68
314,20,9,18,3,2023-08-15,1,1244116.48,1244116.48
315,9,10,8,6,2023-07-03,1,1815858.92,1815858.92
316,32,11,47,5,2023-03-24,1,4257684.05,4257684.05
317,43,9,3,6,2023-12-15,1,1450097.21,1450097.21
318,6,11,48,6,2023-12-20,1,3301899.51,3301899.51
319,26,10,52,1,2023-12-20,1,2231032.11,2231032.11
320,25,2,55,6,2025-10-23,3,1351846.44,4055539.32
321,8,1,42,2,2022-09-29,1,849605.15,849605.15
322,12,9,32,2,2025-07-19,1,3549712.45,3549712.45
323,12,6,6,5,2023-07-24,1,2412525.51,2412525.51
324,28,4,50,9,2022-07-10,1,4255053.95,4255053.95
325,29,3,35,5,2024-05-29,1,592685.06,592685.06
326,34,2,9,6,2024-09-20,1,2761967.57,2761967.57
327,32,1,54,6,2022-09-12,1,4547968.06,4547968.06
328,40,15,45,10,2025-08-24,1,2208339.71,2208339.71
329,14,1,6,5,2025-08-21,2,1744958.99,3489917.98
330,9,7,42,1,2022-07-14,1,1714613.36,1714613.36
331,1,2,1,1,2023-12-05,1,2564184.82,2564184.82
332,43,1,47,8,2022-07-31,1,2905950.71,2905950.71
333,14,10,9,7,2024-12-22,1,1752542.29,1752542.29
334,26,2,27,7,2024-06-25,1,1316816.63,1316816.63
335,36,9,25,4,2024-05-29,1,1117942.63,1117942.63
336,14,1,39,8,2023-08-07,1,896503.87,896503.87
337,32,6,34,7,2023-01-22,1,3713720.96,3713720.96
338,30,12,32,5,2023-05-09,1,1940843.23,1940843.23
339,20,15,60,4,2024-03-03,1,3372232.66,3372232.66
340,36,7,50,1,2025-04-17,1,2078918.88,2078918.88
341,5,1,33,3,2025-12-30,1,7261304.65,7261304.65
342,18,5,18,1,2022-06-11,1,3057029.43,3057029.43
343,21,5,41,8,2025-08-23,1,1015868.97,1015868.97
344,28,8,4,3,2024-06-08,1,1098580.73,1098580.73
345,7,6,12,2,2024-12-17,1,4054826.35,4054826.35
346,32,1,18,8,2022-08-30,1,3837783.49,3837783.49
347,31,2,46,12,2025-07-09,1,1015653.34,1015653.34
348,6,4,24,3,2022-07-30,1,2290614.62,2290614.62
349,38,9,55,9,2023-05-16,1,3623670.16,3623670.16
350,3,2,3,6,2025-09-04,2,586656.74,1173313.48
351,18,8,5,6,2022-09-02,1,1791600.71,1791600.71
352,20,11,26,1,2024-08-10,1,4654329.45,4654329.45
353,36,1,24,3,2025-02-28,1,2488187.32,2488187.32
354,32,3,50,8,2025-01-24,1,3914829.28,3914829.28
355,31,3,23,7,2025-11-21,1,1908050.43,1908050.43
356,41,11,7,3,2023-05-03,1,966491.46,966491.46
357,18,1,3,10,2024-11-30,3,3920746.25,11762238.75
358,38,5,41,9,2022-06-03,1,2745924.18,2745924.18
359,25,1,55,4,2024-03-15,1,978924.27,978924.27
360,28,2,13,2,2025-04-12,1,3702655.22,3702655.22
361,7,3,23,12,2023-03-02,1,1575283.7,1575283.7
362,19,1,20,9,2025-11-28,2,1602322.68,3204645.36
363,11,8,26,6,2025-11-18,1,4167787.16,4167787.16
364,30,11,1,1,2023-04-01,1,1767566.09,1767566.09
365,7,6,38,6,2022-06-03,1,5089324.88,5089324.88
366,2,4,55,9,2025-12-13,2,1149671.01,2299342.02
367,20,3,18,3,2025-06-22,1,2493111.29,2493111.29
368,27,4,25,2,2023-02-13,2,2782559.64,5565119.28
369,27,15,2,12,2025-12-31,1,3943300.9,3943300.9
370,23,5,12,1,2025-05-07,2,2852645.51,5705291.02
371,11,1,34,4,2025-04-11,1,4320046.18,4320046.18
372,43,6,53,8,2022-04-25,1,5416582.35,5416582.35
373,31,15,54,12,2024-12-01,1,4814218.36,4814218.36
374,28,1,54,12,2024-10-05,1,2209752.17,2209752.17
375,9,6,31,1,2025-06-11,1,1119594.17,1119594.17
376,10,13,21,1,2022-10-30,1,2329299.87,2329299.87
377,39,12,24,8,2025-09-18,1,4031671.65,4031671.65
378,17,1,28,8,2024-09-24,1,434751.01,434751.01
379,27,7,51,4,2025-09-25,2,1519160.88,3038321.76
380,25,7,47,1,2025-12-08,1,1376360.98,1376360.98
381,17,1,52,12,2023-03-29,2,751497.8,1502995.6
382,26,3,23,12,2022-12-10,1,1109058.26,1109058.26
383,41,8,1,3,2023-05-27,1,4608178.42,4608178.42
384,28,8,29,8,2022-12-07,1,2205079.0,2205079.0
385,20,1,37,7,2022-11-01,1,2476391.09,2476391.09
386,14,2,47,1,2022-07-10,1,1834169.76,1834169.76
387,15,7,42,3,2024-06-08,2,5041221.46,10082442.92
388,8,2,47,10,2025-01-11,1,555617.41,555617.41
389,12,1,54,6,2022-04-22,1,1904711.38,1904711.38
390,16,6,13,1,2023-02-28,1,550554.07,550554.07
391,9,11,26,6,2025-09-15,1,1541060.72,1541060.72
392,12,3,12,6,2023-06-24,1,3283646.13,3283646.13
393,18,5,45,7,2022-06-25,1,1597124.7,1597124.7
394,27,9,4,9,2024-12-06,1,3986033.85,3986033.85
395,23,12,6,5,2022-03-13,1,4408258.64,4408258.64
396,20,7,8,11,2024-07-08,1,4648144.19,4648144.19
397,9,11,28,1,2025-10-31,3,2690920.98,8072762.94
398,43,2,52,1,2024-03-05,1,3838506.49,3838506.49
399,24,5,1,8,2025-06-30,2,3079957.65,6159915.3
400,25,2,38,8,2022-07-25,1,3507625.1,3507625.1
401,39,2,23,9,2023-06-25,1,3170122.9,3170122.9
402,16,1,10,7,2025-10-26,1,571113.37,571113.37
403,2,2,18,10,2022-02-11,1,4529207.02,4529207.02
404,15,11,44,1,2023-04-12,1,4237205.31,4237205.31
405,8,11,27,7,2022-07-02,1,951156.32,951156.32
406,10,9,24,9,2024-11-21,1,2543320.12,2543320.12
407,4,10,37,1,2023-01-30,1,1480526.34,1480526.34
408,37,1,24,8,2023-07-16,1,2348744.11,2348744.11
409,16,13,16,5,2025-05-01,1,563536.87,563536.87
410,18,5,54,10,2023-12-25,1,3918532.86,3918532.86
411,41,7,27,6,2022-09-28,1,4765573.67,4765573.67
412,25,11,46,7,2024-05-17,1,789750.0,789750.0
413,38,2,34,9,2024-03-24,1,4345955.72,4345955.72
414,25,14,36,7,2025-06-01,3,785826.72,2357480.16
415,13,3,21,9,2023-06-19,1,748554.21,748554.21
416,27,2,16,10,2025-05-13,1,4546382.7,4546382.7
417,17,1,19,3,2024-05-07,1,512250.1,512250.1
418,17,15,22,8,2023-04-01,1,660170.2,660170.2
419,28,13,20,9,2025-09-08,1,3325065.2,3325065.2
420,37,1,52,6,2023-01-10,1,2238383.57,2238383.57
421,41,2,20,5,2023-11-10,1,4954184.74,4954184.74
422,25,1,38,11,2022-05-26,1,2390118.61,2390118.61
423,19,7,27,1,2025-10-11,1,1142669.91,1142669.91
424,36,3,21,7,2022-01-10,1,1304811.75,1304811.75
425,19,5,51,8,2022-06-30,1,1168043.85,1168043.85
426,7,4,1,1,2023-02-13,1,3180811.47,3180811.47
427,29,9,2,7,2025-07-07,2,776698.18,1553396.36
428,30,3,33,6,2024-11-24,2,1678112.71,3356225.42
429,22,7,32,4,2023-01-21,1,1383119.61,1383119.61
430,9,1,9,3,2022-02-14,1,2562290.34,2562290.34
431,25,6,41,3,2024-12-31,1,1353981.37,1353981.37
432,25,11,8,5,2024-02-18,1,928580.72,928580.72
433,7,2,1,4,2025-09-17,1,2295110.73,2295110.73
434,7,7,7,6,2025-06-19,1,3604629.94,3604629.94
435,7,2,17,9,2023-02-18,1,1616172.95,1616172.95
436,15,5,45,11,2022-01-27,1,2626455.19,2626455.19
437,39,2,33,1,2022-07-27,1,4279394.91,4279394.91
438,38,15,4,1,2022-12-24,1,3502450.74,3502450.74
439,35,4,55,8,2022-04-04,1,2205842.46,2205842.46
440,1,3,40,3,2022-07-10,1,1312059.44,1312059.44
441,16,3,54,5,2024-09-06,1,520454.48,520454.48
442,33,1,4,12,2025-04-24,1,3152721.01,3152721.01
443,24,10,44,9,2022-09-25,1,2623372.78,2623372.78
444,20,4,42,4,2025-12-13,2,2931811.06,5863622.12
445,22,2,56,4,2024-12-07,1,1644738.04,1644738.04
446,26,4,42,5,2025-02-17,1,2247238.49,2247238.49
447,38,13,31,9,2024-11-02,1,3374560.03,3374560.03
448,21,11,29,8,2024-07-06,1,1436099.64,1436099.64
449,6,15,2,1,2024-04-24,1,2397289.37,2397289.37
450,2,10,41,4,2024-11-07,1,3134653.73,3134653.73
451,27,11,55,6,2025-02-21,1,2616472.93,2616472.93
452,31,3,7,8,2023-03-31,1,3375553.97,3375553.97
453,1,11,24,7,2022-04-04,1,2114014.22,2114014.22
