target_id,year_month,make,target_units,target_revenue,grain
71,2024-07,Kia,67,118168438.38,make_monthly
72,2024-07,MG,55,79862257.0,make_monthly
73,2024-07,Mahindra,176,266468905.36,make_monthly
74,2024-07,Maruti,268,254325354.97,make_monthly
75,2024-07,Skoda,20,26318071.99,make_monthly
76,2024-07,Tata,254,307836316.45,make_monthly
77,2024-07,Toyota,93,206695867.03,make_monthly
78,2024-08,BYD,10,37317762.21,make_monthly
79,2024-08,Ford,10,10212546.0,make_monthly
80,2024-08,Honda,54,63368867.32,make_monthly
81,2024-08,Hyundai,140,163038237.25,make_monthly
82,2024-08,Kia,67,118168438.38,make_monthly
83,2024-08,MG,56,81314298.04,make_monthly
84,2024-08,Mahindra,170,257384738.13,make_monthly
85,2024-08,Maruti,266,252427404.56,make_monthly
86,2024-08,Skoda,20,26318071.99,make_monthly
87,2024-08,Tata,260,315108040.46,make_monthly
88,2024-08,Toyota,94,208918403.23,make_monthly
89,2024-09,BYD,10,37317762.21,make_monthly
90,2024-09,Ford,10,10212546.0,make_monthly
91,2024-09,Honda,57,66889359.95,make_monthly
92,2024-09,Hyundai,152,177012943.3,make_monthly
93,2024-09,Kia,73,128750686.59,make_monthly
94,2024-09,MG,59,85670421.15,make_monthly
95,2024-09,Mahindra,186,281609184.07,make_monthly
96,2024-09,Maruti,297,281845635.92,make_monthly
97,2024-09,Skoda,22,28949879.19,make_monthly
98,2024-09,Tata,274,332075396.49,make_monthly
99,2024-09,Toyota,100,222253620.46,make_monthly
100,2024-10,BYD,11,41049538.43,make_monthly
101,2024-10,Ford,11,11233800.6,make_monthly
102,2024-10,Honda,63,73930345.21,make_monthly
103,2024-10,Hyundai,161,187493972.84,make_monthly
104,2024-10,Kia,81,142860350.87,make_monthly
105,2024-10,MG,65,94382667.36,make_monthly
106,2024-10,Mahindra,205,310375713.63,make_monthly
107,2024-10,Maruti,318,301774115.22,make_monthly
108,2024-10,Skoda,24,31581686.39,make_monthly
109,2024-10,Tata,296,358738384.52,make_monthly
110,2024-10,Toyota,112,248924054.91,make_monthly
111,2024-11,BYD,11,41049538.43,make_monthly
112,2024-11,Ford,11,11233800.6,make_monthly
113,2024-11,Honda,62,72756847.66,make_monthly
114,2024-11,Hyundai,164,190987649.35,make_monthly
115,2024-11,Kia,78,137569226.77,make_monthly
116,2024-11,MG,66,95834708.4,make_monthly
117,2024-11,Mahindra,206,311889741.5,make_monthly
118,2024-11,Maruti,322,305570016.04,make_monthly
119,2024-11,Skoda,24,31581686.39,make_monthly
120,2024-11,Tata,303,367222062.54,make_monthly
121,2024-11,Toyota,111,246701518.71,make_monthly
122,2024-12,BYD,11,41049538.43,make_monthly
123,2024-12,Ford,11,11233800.6,make_monthly
124,2024-12,Honda,62,72756847.66,make_monthly
125,2024-12,Hyundai,159,185164855.16,make_monthly
126,2024-12,Kia,79,139332934.8,make_monthly
127,2024-12,MG,64,92930626.33,make_monthly
128,2024-12,Mahindra,200,302805574.27,make_monthly
129,2024-12,Maruti,313,297029239.2,make_monthly
130,2024-12,Skoda,24,31581686.39,make_monthly
131,2024-12,Tata,297,359950338.53,make_monthly
132,2024-12,Toyota,112,248924054.91,make_monthly
133,2025-01,BYD,10,37317762.21,make_monthly
134,2025-01,Ford,10,10212546.0,make_monthly
135,2025-01,Honda,58,68062857.49,make_monthly
136,2025-01,Hyundai,147,171190149.11,make_monthly
137,2025-01,Kia,75,132278102.66,make_monthly
138,2025-01,MG,60,87122462.18,make_monthly
139,2025-01,Mahindra,191,289179323.43,make_monthly
140,2025-01,Maruti,290,275202809.48,make_monthly
141,2025-01,Skoda,22,28949879.19,make_monthly
142,2025-01,Tata,279,338135166.49,make_monthly
143,2025-01,Toyota,104,231143765.28,make_monthly
144,2025-02,BYD,10,37317762.21,make_monthly
145,2025-02,Ford,10,10212546.0,make_monthly
146,2025-02,Honda,57,66889359.95,make_monthly
147,2025-02,Hyundai,150,174683825.62,make_monthly
148,2025-02,Kia,73,128750686.59,make_monthly
149,2025-02,MG,60,87122462.18,make_monthly
150,2025-02,Mahindra,184,278581128.33,make_monthly
151,2025-02,Maruti,300,284692561.53,make_monthly
152,2025-02,Skoda,22,28949879.19,make_monthly
153,2025-02,Tata,275,333287350.49,make_monthly
154,2025-02,Toyota,102,226698692.87,make_monthly
155,2025-03,BYD,10,37317762.21,make_monthly
156,2025-03,Ford,10,10212546.0,make_monthly
157,2025-03,Honda,57,66889359.95,make_monthly
158,2025-03,Hyundai,152,177012943.3,make_monthly
159,2025-03,Kia,74,130514394.62,make_monthly
160,2025-03,MG,60,87122462.18,make_monthly
161,2025-03,Mahindra,185,280095156.2,make_monthly
162,2025-03,Maruti,301,285641536.74,make_monthly
163,2025-03,Skoda,22,28949879.19,make_monthly
164,2025-03,Tata,273,330863442.48,make_monthly
165,2025-03,Toyota,102,226698692.87,make_monthly
166,2025-04,BYD,10,37317762.21,make_monthly
167,2025-04,Ford,10,10212546.0,make_monthly
168,2025-04,Honda,59,69236355.04,make_monthly
169,2025-04,Hyundai,150,174683825.62,make_monthly
170,2025-04,Kia,75,132278102.66,make_monthly
171,2025-04,MG,59,85670421.15,make_monthly
172,2025-04,Mahindra,188,284637239.82,make_monthly
173,2025-04,Maruti,292,277100759.89,make_monthly
174,2025-04,Skoda,22,28949879.19,make_monthly
175,2025-04,Tata,275,333287350.49,make_monthly
176,2025-04,Toyota,100,222253620.46,make_monthly
177,2025-05,BYD,10,37317762.21,make_monthly
178,2025-05,Ford,11,11233800.6,make_monthly
179,2025-05,Honda,59,69236355.04,make_monthly
180,2025-05,Hyundai,153,178177502.14,make_monthly
181,2025-05,Kia,75,132278102.66,make_monthly
182,2025-05,MG,61,88574503.22,make_monthly
183,2025-05,Mahindra,188,284637239.82,make_monthly
184,2025-05,Maruti,293,278049735.1,make_monthly
185,2025-05,Skoda,22,28949879.19,make_monthly
186,2025-05,Tata,281,340559074.5,make_monthly
187,2025-05,Toyota,101,224476156.66,make_monthly
188,2025-06,BYD,10,37317762.21,make_monthly
189,2025-06,Ford,10,10212546.0,make_monthly
190,2025-06,Honda,52,61021872.23,make_monthly
191,2025-06,Hyundai,142,165367354.92,make_monthly
192,2025-06,Kia,67,118168438.38,make_monthly
193,2025-06,MG,54,78410215.96,make_monthly
194,2025-06,Mahindra,176,266468905.36,make_monthly
195,2025-06,Maruti,267,253376379.76,make_monthly
196,2025-06,Skoda,20,26318071.99,make_monthly
197,2025-06,Tata,258,312684132.46,make_monthly
198,2025-06,Toyota,96,213363475.64,make_monthly
199,2025-07,BYD,10,37317762.21,make_monthly
200,2025-07,Ford,10,10212546.0,make_monthly
201,2025-07,Honda,54,63368867.32,make_monthly
202,2025-07,Hyundai,142,165367354.92,make_monthly
203,2025-07,Kia,68,119932146.41,make_monthly
204,2025-07,MG,54,78410215.96,make_monthly
205,2025-07,Mahindra,169,255870710.26,make_monthly
206,2025-07,Maruti,268,254325354.97,make_monthly
207,2025-07,Skoda,20,26318071.99,make_monthly
208,2025-07,Tata,259,313896086.46,make_monthly
209,2025-07,Toyota,92,204473330.82,make_monthly
210,2025-08,BYD,10,37317762.21,make_monthly
211,2025-08,Ford,10,10212546.0,make_monthly
212,2025-08,Honda,53,62195369.78,make_monthly
213,2025-08,Hyundai,137,159544560.74,make_monthly
214,2025-08,Kia,69,121695854.45,make_monthly
215,2025-08,MG,55,79862257.0,make_monthly
216,2025-08,Mahindra,175,264954877.49,make_monthly
217,2025-08,Maruti,267,253376379.76,make_monthly
218,2025-08,Skoda,20,26318071.99,make_monthly
219,2025-08,Tata,262,317531948.46,make_monthly
220,2025-08,Toyota,93,206695867.03,make_monthly
221,2025-09,BYD,10,37317762.21,make_monthly
222,2025-09,Ford,10,10212546.0,make_monthly
223,2025-09,Honda,58,68062857.49,make_monthly
224,2025-09,Hyundai,154,179342060.97,make_monthly
225,2025-09,Kia,73,128750686.59,make_monthly
226,2025-09,MG,61,88574503.22,make_monthly
227,2025-09,Mahindra,184,278581128.33,make_monthly
228,2025-09,Maruti,296,280896660.71,make_monthly
229,2025-09,Skoda,22,28949879.19,make_monthly
230,2025-09,Tata,274,332075396.49,make_monthly
231,2025-09,Toyota,100,222253620.46,make_monthly
232,2025-10,BYD,11,41049538.43,make_monthly
233,2025-10,Ford,11,11233800.6,make_monthly
234,2025-10,Honda,63,73930345.21,make_monthly
235,2025-10,Hyundai,166,193316767.02,make_monthly
236,2025-10,Kia,80,141096642.84,make_monthly
237,2025-10,MG,64,92930626.33,make_monthly
238,2025-10,Mahindra,206,311889741.5,make_monthly
239,2025-10,Maruti,312,296080263.99,make_monthly
240,2025-10,Skoda,23,30265782.79,make_monthly
241,2025-10,Tata,306,370857924.54,make_monthly
242,2025-10,Toyota,112,248924054.91,make_monthly
243,2025-11,BYD,11,41049538.43,make_monthly
244,2025-11,Ford,11,11233800.6,make_monthly
245,2025-11,Honda,63,73930345.21,make_monthly
246,2025-11,Hyundai,166,193316767.02,make_monthly
247,2025-11,Kia,80,141096642.84,make_monthly
248,2025-11,MG,64,92930626.33,make_monthly
249,2025-11,Mahindra,202,305833630.01,make_monthly
250,2025-11,Maruti,318,301774115.22,make_monthly
251,2025-11,Skoda,24,31581686.39,make_monthly
252,2025-11,Tata,307,372069878.54,make_monthly
253,2025-11,Toyota,110,244478982.51,make_monthly
254,2025-12,BYD,11,41049538.43,make_monthly
255,2025-12,Ford,11,11233800.6,make_monthly
256,2025-12,Honda,63,73930345.21,make_monthly
257,2025-12,Hyundai,165,192152208.19,make_monthly
258,2025-12,Kia,78,137569226.77,make_monthly
259,2025-12,MG,63,91478585.29,make_monthly
260,2025-12,Mahindra,204,308861685.76,make_monthly
261,2025-12,Maruti,314,297978214.4,make_monthly
262,2025-12,Skoda,24,31581686.39,make_monthly
263,2025-12,Tata,299,362374246.53,make_monthly
264,2025-12,Toyota,108,240033910.1,make_monthly
