policy_id,policy_number,product_id,agent_id,region_id,customer_key,inception_date,expiry_date,policy_status,coverage_tier,sum_insured,cancelled_flag
54,POL00000054,1,326,4,CUST0087740,2025-02-13,2026-01-31,Expired,Basic,765443.88,False
55,POL00000055,9,364,4,CUST0003181,2025-03-21,2026-02-28,Expired,Standard,7354677.77,False
56,POL00000056,3,85,1,CUST0077189,2024-02-26,2025-01-31,Expired,Standard,1729043.36,False
57,POL00000057,1,400,4,CUST0061069,2024-11-29,2025-10-31,Expired,Standard,677352.06,False
58,POL00000058,7,224,3,CUST0087547,2023-09-28,2024-08-31,Expired,Basic,355043.0,False
59,POL00000059,2,146,4,CUST0014102,2024-11-21,2025-10-31,Expired,Standard,604275.42,False
60,POL00000060,1,393,2,CUST0032399,2024-06-01,2025-05-31,Expired,Premium,490100.57,False
61,POL00000061,1,98,1,CUST0089207,2025-09-03,2026-08-31,Active,Standard,773228.85,False
62,POL00000062,5,294,1,CUST0032672,2025-08-02,2026-07-31,Active,Standard,617289.77,False
63,POL00000063,6,17,1,CUST0068949,2026-02-28,2027-01-31,Active,Basic,607808.07,False
64,POL00000064,1,257,2,CUST0056588,2025-04-14,2026-03-31,Expired,Standard,580469.08,False
65,POL00000065,9,249,3,CUST0001575,2024-08-24,2025-07-31,Expired,Standard,8115490.13,False
66,POL00000066,8,44,2,CUST0018224,2025-02-27,2026-01-31,Expired,Standard,6599450.29,False
67,POL00000067,7,160,3,CUST0003433,2025-05-01,2026-04-30,Expired,Standard,380565.58,False
68,POL00000068,1,165,3,CUST0082208,2025-07-06,2026-06-30,Active,Standard,628303.15,False
69,POL00000069,1,156,3,CUST0026566,2024-03-21,2025-02-28,Expired,Standard,563755.75,False
70,POL00000070,8,400,4,CUST0013139,2024-05-08,2025-04-30,Expired,Basic,3577515.94,False
71,POL00000071,2,122,3,CUST0003942,2025-08-02,2026-07-31,Active,Standard,743886.8,False
72,POL00000072,5,291,4,CUST0012398,2023-12-06,2024-11-30,Expired,Standard,600109.31,False
73,POL00000073,6,100,4,CUST0099864,2024-08-21,2025-07-31,Expired,Standard,747971.77,False
74,POL00000074,1,48,2,CUST0099886,2024-05-12,2025-04-30,Expired,Standard,794966.35,False
75,POL00000075,6,87,4,CUST0051091,2026-02-04,2027-01-31,Active,Standard,746193.96,False
76,POL00000076,9,317,3,CUST0089604,2023-11-18,2025-10-31,Expired,Standard,7951970.7,False
77,POL00000077,6,106,2,CUST0039968,2025-10-20,2026-09-30,Cancelled,Standard,957402.66,True
78,POL00000078,3,233,1,CUST0097927,2024-07-02,2025-06-30,Cancelled,Basic,1713463.21,True
79,POL00000079,8,120,1,CUST0020244,2025-10-24,2026-09-30,Active,Basic,6503115.43,False
80,POL00000080,4,167,4,CUST0035621,2025-12-26,2026-11-30,Cancelled,Basic,895759.81,True
81,POL00000081,6,368,3,CUST0038273,2023-09-18,2024-08-31,Expired,Premium,738736.68,False
82,POL00000082,7,387,2,CUST0057776,2023-12-10,2024-11-30,Expired,Standard,440773.97,False
83,POL00000083,6,253,3,CUST0052986,2025-04-16,2026-03-31,Expired,Standard,856719.73,False
84,POL00000084,2,82,4,CUST0098081,2023-08-18,2024-07-31,Cancelled,Standard,600937.36,True
85,POL00000085,1,296,4,CUST0081940,2024-03-27,2025-02-28,Expired,Premium,799794.67,False
86,POL00000086,1,334,3,CUST0036474,2023-10-19,2024-09-30,Expired,Standard,736195.52,False
87,POL00000087,4,103,2,CUST0003031,2023-12-05,2025-11-30,Expired,Premium,1062341.81,False
88,POL00000088,4,390,3,CUST0053525,2025-09-25,2026-08-31,Active,Standard,957339.71,False
89,POL00000089,5,16,2,CUST0088312,2023-07-26,2024-06-30,Expired,Standard,554003.14,False
90,POL00000090,2,136,3,CUST0095963,2024-10-02,2026-09-30,Active,Basic,746637.25,False
91,POL00000091,6,82,3,CUST0007009,2025-09-24,2026-08-31,Cancelled,Premium,1014402.42,True
92,POL00000092,9,186,4,CUST0067843,2025-05-14,2026-04-30,Expired,Premium,6051241.68,False
93,POL00000093,1,106,3,CUST0097239,2023-07-17,2024-06-30,Expired,Premium,594412.89,False
94,POL00000094,6,96,4,CUST0038378,2025-10-24,2026-09-30,Active,Standard,898811.14,False
95,POL00000095,5,310,3,CUST0054613,2025-12-18,2026-11-30,Active,Basic,484077.08,False
96,POL00000096,4,251,1,CUST0082721,2024-02-19,2025-01-31,Expired,Standard,1143339.97,False
97,POL00000097,1,250,3,CUST0044594,2024-12-29,2025-11-30,Cancelled,Standard,859451.36,True
98,POL00000098,6,393,4,CUST0087203,2023-10-15,2024-09-30,Expired,Standard,1037280.94,False
99,POL00000099,9,259,4,CUST0057476,2024-11-21,2025-10-31,Expired,Standard,9568704.08,False
100,POL00000100,6,101,4,CUST0059220,2024-09-16,2025-08-31,Cancelled,Basic,765931.66,True
101,POL00000101,9,241,3,CUST0022763,2025-01-21,2026-12-31,Active,Premium,7298283.94,False
102,POL00000102,10,89,4,CUST0026334,2023-07-27,2024-06-30,Expired,Standard,1777659.6,False
103,POL00000103,2,13,3,CUST0080838,2024-01-23,2024-12-31,Expired,Standard,609486.43,False
104,POL00000104,5,268,3,CUST0097828,2023-10-11,2024-09-30,Expired,Standard,670980.3,False
105,POL00000105,3,223,3,CUST0001356,2025-05-21,2026-04-30,Cancelled,Standard,1842459.05,True
106,POL00000106,10,150,2,CUST0068691,2024-05-27,2025-04-30,Expired,Standard,1859565.83,False
107,POL00000107,1,359,3,CUST0039074,2024-12-09,2025-11-30,Expired,Basic,675359.12,False
108,POL00000108,3,314,1,CUST0030923,2025-06-12,2026-05-31,Expired,Standard,1519361.22,False
109,POL00000109,8,90,1,CUST0006591,2024-12-11,2025-11-30,Expired,Standard,4528040.09,False
110,POL00000110,2,375,3,CUST0042786,2024-03-23,2025-02-28,Expired,Basic,534970.79,False
111,POL00000111,6,16,1,CUST0057552,2024-03-30,2025-02-28,Expired,Premium,907000.88,False
112,POL00000112,2,383,4,CUST0003405,2025-05-08,2026-04-30,Cancelled,Basic,464509.12,True
113,POL00000113,10,337,2,CUST0080443,2024-02-11,2025-01-31,Expired,Standard,2399489.04,False
114,POL00000114,8,287,3,CUST0090052,2024-04-25,2026-03-31,Expired,Standard,5708030.82,False
115,POL00000115,2,36,3,CUST0025349,2025-11-12,2026-10-31,Active,Standard,510652.08,False
116,POL00000116,6,186,1,CUST0034268,2025-04-07,2026-03-31,Expired,Standard,851352.81,False
117,POL00000117,2,52,1,CUST0044541,2025-03-24,2026-02-28,Expired,Basic,714559.95,False
118,POL00000118,5,241,1,CUST0091961,2023-09-15,2024-08-31,Expired,Standard,418754.23,False
119,POL00000119,5,336,3,CUST0064803,2025-07-14,2026-06-30,Cancelled,Standard,640222.44,True
120,POL00000120,7,177,1,CUST0021651,2024-04-27,2026-03-31,Expired,Standard,372706.29,False
121,POL00000121,1,15,1,CUST0064779,2024-01-18,2024-12-31,Expired,Premium,479292.76,False
122,POL00000122,1,81,3,CUST0019803,2023-10-06,2024-09-30,Expired,Premium,643415.89,False
123,POL00000123,6,292,1,CUST0062385,2025-06-06,2026-05-31,Cancelled,Standard,1108159.08,True
124,POL00000124,4,299,3,CUST0023217,2026-01-03,2026-12-31,Active,Standard,1373085.3,False
125,POL00000125,3,38,3,CUST0031174,2024-09-01,2025-08-31,Expired,Premium,1217809.16,False
126,POL00000126,1,102,4,CUST0085529,2024-06-04,2025-05-31,Expired,Standard,571761.51,False
127,POL00000127,2,307,2,CUST0018128,2024-10-31,2025-09-30,Expired,Standard,587310.16,False
128,POL00000128,8,73,3,CUST0017581,2024-10-19,2026-09-30,Active,Basic,4813778.73,False
129,POL00000129,1,253,1,CUST0070178,2025-06-30,2026-05-31,Expired,Basic,552304.7,False
130,POL00000130,2,187,1,CUST0029574,2025-04-20,2026-03-31,Expired,Basic,581078.01,False
131,POL00000131,9,106,4,CUST0020993,2024-04-28,2026-03-31,Expired,Basic,10452964.76,False
132,POL00000132,1,360,3,CUST0018507,2026-02-04,2027-01-31,Active,Standard,826633.27,False
133,POL00000133,6,282,3,CUST0099524,2025-01-19,2025-12-31,Expired,Premium,1033740.27,False
134,POL00000134,1,226,1,CUST0036369,2024-07-01,2025-06-30,Expired,Basic,880324.23,False
135,POL00000135,8,312,1,CUST0018340,2023-08-19,2024-07-31,Expired,Standard,4698397.26,False
136,POL00000136,6,176,1,CUST0012325,2025-12-30,2026-11-30,Active,Standard,1117034.28,False
137,POL00000137,8,186,1,CUST0062376,2024-06-25,2025-05-31,Expired,Standard,6813907.35,False
138,POL00000138,1,117,3,CUST0079184,2024-03-16,2025-02-28,Expired,Basic,623017.55,False
139,POL00000139,4,54,2,CUST0073272,2025-05-15,2026-04-30,Cancelled,Standard,925334.71,True
140,POL00000140,6,391,4,CUST0089107,2025-08-21,2026-07-31,Active,Standard,1020417.11,False
141,POL00000141,1,92,2,CUST0081133,2024-12-02,2025-11-30,Expired,Standard,558380.16,False
142,POL00000142,1,205,3,CUST0050260,2025-06-26,2026-05-31,Expired,Standard,864193.73,False
143,POL00000143,1,33,1,CUST0076775,2024-03-01,2025-02-28,Expired,Basic,818346.03,False
144,POL00000144,9,134,4,CUST0060867,2025-04-10,2027-03-31,Active,Premium,10228069.03,False
145,POL00000145,6,219,4,CUST0075506,2023-07-16,2024-06-30,Expired,Standard,1048469.91,False
146,POL00000146,5,55,4,CUST0014323,2024-05-16,2025-04-30,Cancelled,Standard,571719.4,True
147,POL00000147,6,393,1,CUST0042083,2025-01-20,2025-12-31,Expired,Standard,1020724.34,False
148,POL00000148,4,217,4,CUST0081138,2023-07-17,2024-06-30,Expired,Standard,1591864.17,False
149,POL00000149,3,23,3,CUST0019587,2024-05-04,2025-04-30,Expired,Standard,1499445.92,False
150,POL00000150,3,354,3,CUST0071489,2025-02-17,2026-01-31,Expired,Standard,1791759.1,False
151,POL00000151,5,248,4,CUST0046184,2024-02-22,2025-01-31,Expired,Standard,373149.0,False
152,POL00000152,1,389,3,CUST0068573,2026-01-12,2026-12-31,Active,Basic,804312.75,False
153,POL00000153,8,173,1,CUST0024185,2024-12-12,2025-11-30,Expired,Standard,4787014.03,False
154,POL00000154,7,316,1,CUST0074360,2025-09-22,2026-08-31,Active,Basic,318021.95,False
155,POL00000155,2,245,1,CUST0060883,2024-01-11,2024-12-31,Expired,Standard,457423.89,False
156,POL00000156,4,232,3,CUST0067376,2026-01-16,2026-12-31,Active,Basic,854257.48,False
157,POL00000157,1,371,2,CUST0086397,2024-01-21,2024-12-31,Expired,Standard,611760.13,False
158,POL00000158,10,133,3,CUST0048252,2023-11-02,2024-10-31,Expired,Standard,1568926.73,False
159,POL00000159,8,273,2,CUST0050763,2025-08-09,2026-07-31,Active,Standard,5236726.73,False
160,POL00000160,9,67,4,CUST0078871,2025-05-04,2026-04-30,Expired,Standard,9343340.36,False
161,POL00000161,2,250,4,CUST0008212,2025-10-31,2026-09-30,Active,Standard,768985.62,False
162,POL00000162,1,282,4,CUST0091076,2024-10-18,2025-09-30,Cancelled,Standard,909749.41,True
163,POL00000163,1,289,2,CUST0073102,2024-01-22,2024-12-31,Cancelled,Premium,497922.12,True
164,POL00000164,1,153,1,CUST0023833,2024-03-29,2025-02-28,Expired,Standard,711697.69,False
165,POL00000165,1,60,3,CUST0024111,2024-05-28,2025-04-30,Expired,Basic,721590.97,False
166,POL00000166,1,148,2,CUST0077447,2025-10-10,2026-09-30,Cancelled,Basic,606845.11,True
167,POL00000167,10,277,2,CUST0098359,2023-11-17,2024-10-31,Expired,Standard,2118141.79,False
168,POL00000168,1,395,4,CUST0074974,2026-02-15,2027-01-31,Active,Premium,594843.42,False
169,POL00000169,1,365,1,CUST0011390,2024-05-13,2025-04-30,Expired,Basic,460928.52,False
170,POL00000170,7,70,1,CUST0075703,2025-01-29,2025-12-31,Expired,Basic,395282.15,False
171,POL00000171,5,51,1,CUST0088706,2025-05-26,2026-04-30,Expired,Premium,507309.24,False
172,POL00000172,6,237,3,CUST0015021,2025-02-23,2026-01-31,Expired,Standard,689560.12,False
173,POL00000173,5,34,1,CUST0011024,2024-02-07,2025-01-31,Expired,Standard,503415.18,False
174,POL00000174,8,144,3,CUST0071104,2024-06-17,2025-05-31,Cancelled,Standard,6878930.58,True
175,POL00000175,5,272,1,CUST0044621,2024-09-19,2025-08-31,Expired,Premium,621239.4,False
176,POL00000176,4,264,2,CUST0048022,2025-09-12,2026-08-31,Active,Basic,1562640.24,False
177,POL00000177,6,110,1,CUST0083996,2023-11-04,2025-10-31,Expired,Standard,732194.73,False
178,POL00000178,3,315,4,CUST0004906,2023-12-23,2024-11-30,Expired,Standard,1370326.75,False
179,POL00000179,2,378,4,CUST0091690,2024-01-13,2024-12-31,Expired,Premium,760391.89,False
180,POL00000180,3,186,3,CUST0024256,2025-07-15,2026-06-30,Active,Standard,1860642.31,False
181,POL00000181,1,253,1,CUST0072389,2024-11-12,2025-10-31,Cancelled,Premium,605366.87,True
182,POL00000182,6,350,3,CUST0027054,2025-04-17,2026-03-31,Expired,Basic,574718.26,False
183,POL00000183,1,376,3,CUST0062265,2026-02-19,2027-01-31,Active,Premium,605528.29,False
184,POL00000184,1,234,2,CUST0011335,2024-10-01,2025-09-30,Cancelled,Basic,763445.93,True
185,POL00000185,1,387,3,CUST0068669,2023-09-29,2024-08-31,Expired,Basic,585971.59,False
186,POL00000186,7,327,3,CUST0082964,2023-12-16,2024-11-30,Expired,Basic,530419.04,False
187,POL00000187,2,298,4,CUST0079018,2025-03-04,2026-02-28,Expired,Standard,685520.07,False
188,POL00000188,5,100,2,CUST0047170,2023-11-29,2024-10-31,Expired,Standard,640659.17,False
189,POL00000189,8,68,1,CUST0012560,2023-12-09,2024-11-30,Expired,Standard,6820205.04,False
190,POL00000190,1,44,3,CUST0035891,2023-10-24,2024-09-30,Expired,Premium,501892.41,False
191,POL00000191,6,342,1,CUST0098215,2025-08-13,2026-07-31,Active,Standard,908451.99,False
192,POL00000192,2,160,2,CUST0034731,2026-02-24,2027-01-31,Active,Premium,494873.16,False
193,POL00000193,1,3,3,CUST0081526,2023-09-26,2024-08-31,Expired,Premium,846998.19,False
194,POL00000194,5,150,2,CUST0021339,2023-10-24,2024-09-30,Expired,Premium,692182.42,False
195,POL00000195,8,252,1,CUST0059685,2023-07-23,2024-06-30,Expired,Standard,4141134.58,False
196,POL00000196,2,27,1,CUST0007315,2025-03-21,2026-02-28,Expired,Premium,522612.88,False
197,POL00000197,4,287,3,CUST0027575,2025-01-14,2025-12-31,Expired,Standard,1601334.65,False
198,POL00000198,2,68,2,CUST0079714,2024-12-22,2025-11-30,Expired,Standard,484911.91,False
199,POL00000199,4,102,4,CUST0041102,2026-01-07,2027-12-31,Cancelled,Premium,959219.97,True
200,POL00000200,5,2,2,CUST0041206,2024-09-06,2025-08-31,Expired,Standard,545451.71,False
201,POL00000201,5,53,2,CUST0083410,2023-09-17,2024-08-31,Expired,Standard,509346.65,False
202,POL00000202,5,174,2,CUST0040206,2025-06-09,2027-05-31,Active,Standard,554116.11,False
203,POL00000203,1,35,4,CUST0073021,2026-02-24,2027-01-31,Active,Standard,768753.02,False
204,POL00000204,5,70,1,CUST0088542,2024-03-05,2025-02-28,Expired,Standard,484195.38,False
205,POL00000205,5,64,3,CUST0086301,2024-04-15,2026-03-31,Cancelled,Standard,495214.9,True
206,POL00000206,5,42,3,CUST0046788,2025-11-14,2027-10-31,Active,Basic,371173.67,False
207,POL00000207,1,84,1,CUST0001658,2024-12-22,2025-11-30,Expired,Premium,698331.96,False
208,POL00000208,3,286,1,CUST0061172,2025-04-26,2026-03-31,Expired,Standard,1430380.7,False
209,POL00000209,3,205,1,CUST0019474,2024-09-19,2025-08-31,Expired,Standard,1373647.09,False
210,POL00000210,1,184,3,CUST0016515,2025-05-11,2026-04-30,Cancelled,Premium,821574.28,True
211,POL00000211,1,250,1,CUST0062097,2025-02-22,2026-01-31,Expired,Basic,597355.52,False
212,POL00000212,3,367,2,CUST0075779,2024-02-15,2025-01-31,Expired,Standard,1931023.94,False
213,POL00000213,6,392,4,CUST0070838,2025-03-19,2026-02-28,Expired,Standard,1103043.83,False
214,POL00000214,1,184,3,CUST0058033,2025-12-11,2027-11-30,Active,Standard,484698.7,False
215,POL00000215,7,163,3,CUST0082929,2024-03-26,2025-02-28,Expired,Premium,393436.28,False
216,POL00000216,4,27,2,CUST0073038,2025-01-12,2025-12-31,Expired,Basic,1512283.51,False
217,POL00000217,6,149,1,CUST0048067,2025-02-06,2026-01-31,Expired,Basic,1092558.33,False
218,POL00000218,3,195,1,CUST0087440,2024-04-28,2025-03-31,Expired,Basic,1767695.18,False
219,POL00000219,3,222,2,CUST0076772,2025-08-08,2026-07-31,Active,Standard,1673405.33,False
220,POL00000220,5,107,4,CUST0086412,2024-03-14,2025-02-28,Expired,Standard,643552.84,False
221,POL00000221,9,122,1,CUST0048806,2025-11-18,2026-10-31,Active,Basic,7271757.77,False
222,POL00000222,3,127,2,CUST0037270,2024-11-17,2025-10-31,Cancelled,Basic,1859186.79,True
223,POL00000223,4,254,3,CUST0056042,2025-07-25,2026-06-30,Active,Standard,1012781.36,False
224,POL00000224,5,164,1,CUST0075787,2025-10-05,2026-09-30,Active,Standard,407922.61,False
225,POL00000225,6,89,2,CUST0078104,2023-12-17,2024-11-30,Expired,Standard,875484.74,False
226,POL00000226,1,189,4,CUST0095796,2025-11-10,2026-10-31,Active,Basic,854305.25,False
227,POL00000227,4,324,4,CUST0048299,2026-02-10,2027-01-31,Active,Standard,1313181.01,False
228,POL00000228,3,38,3,CUST0070942,2024-10-16,2025-09-30,Expired,Standard,1680576.94,False
229,POL00000229,9,258,4,CUST0007341,2024-08-15,2026-07-31,Active,Basic,9760529.31,False
230,POL00000230,3,264,4,CUST0061564,2024-11-10,2025-10-31,Expired,Basic,1791056.59,False
231,POL00000231,3,59,1,CUST0018894,2023-11-02,2024-10-31,Expired,Standard,1934812.77,False
232,POL00000232,9,91,3,CUST0057164,2025-05-12,2026-04-30,Expired,Standard,9303144.86,False
233,POL00000233,3,150,1,CUST0050095,2026-01-21,2026-12-31,Active,Standard,1461002.72,False
234,POL00000234,1,12,1,CUST0023338,2024-10-22,2026-09-30,Active,Premium,610431.52,False
235,POL00000235,1,346,2,CUST0023602,2025-03-28,2026-02-28,Expired,Standard,641019.32,False
236,POL00000236,1,110,3,CUST0007971,2023-11-03,2024-10-31,Cancelled,Standard,656899.54,True
237,POL00000237,1,189,2,CUST0007429,2024-12-09,2025-11-30,Expired,Standard,807545.52,False
238,POL00000238,3,262,2,CUST0099988,2024-08-30,2025-07-31,Expired,Standard,1158265.82,False
239,POL00000239,6,16,1,CUST0054406,2023-08-02,2024-07-31,Expired,Standard,577820.34,False
240,POL00000240,6,302,2,CUST0077655,2025-04-28,2026-03-31,Expired,Premium,663978.72,False
241,POL00000241,1,115,3,CUST0010979,2024-01-21,2025-12-31,Cancelled,Standard,877660.94,True
242,POL00000242,4,76,1,CUST0082883,2024-06-01,2025-05-31,Expired,Standard,1644263.15,False
243,POL00000243,1,132,4,CUST0018404,2025-02-13,2027-01-31,Active,Standard,849701.23,False
244,POL00000244,9,21,3,CUST0022264,2024-03-07,2025-02-28,Expired,Basic,8773812.24,False
245,POL00000245,1,89,2,CUST0027376,2024-05-21,2025-04-30,Cancelled,Basic,756414.74,True
246,POL00000246,5,48,2,CUST0014549,2025-07-09,2027-06-30,Active,Basic,490358.03,False
247,POL00000247,2,298,2,CUST0091061,2023-10-12,2024-09-30,Expired,Standard,493422.68,False
248,POL00000248,5,272,4,CUST0048400,2024-09-01,2026-08-31,Active,Basic,516317.64,False
249,POL00000249,3,290,4,CUST0033254,2023-08-31,2024-07-31,Expired,Premium,1582422.27,False
250,POL00000250,6,253,4,CUST0077606,2024-05-27,2026-04-30,Cancelled,Premium,729465.58,True
251,POL00000251,1,386,2,CUST0049408,2025-10-29,2026-09-30,Active,Standard,712562.69,False
252,POL00000252,8,63,4,CUST0098878,2023-12-11,2024-11-30,Expired,Basic,6397910.46,False
253,POL00000253,4,279,4,CUST0016231,2025-04-11,2027-03-31,Active,Standard,1323756.89,False
254,POL00000254,6,132,3,CUST0066383,2025-11-09,2026-10-31,Active,Standard,837226.61,False
255,POL00000255,7,261,3,CUST0081806,2023-08-02,2024-07-31,Expired,Standard,483246.24,False
256,POL00000256,10,98,4,CUST0064980,2026-02-13,2027-01-31,Active,Standard,2372267.33,False
257,POL00000257,1,254,3,CUST0039082,2024-02-05,2025-01-31,Expired,Standard,602164.51,False
258,POL00000258,2,249,3,CUST0066532,2025-07-30,2026-06-30,Active,Premium,651291.34,False
259,POL00000259,1,30,3,CUST0048956,2024-02-12,2025-01-31,Expired,Premium,762147.25,False
260,POL00000260,1,359,2,CUST0059728,2025-04-20,2026-03-31,Expired,Basic,631934.91,False
261,POL00000261,5,130,2,CUST0012184,2024-09-09,2025-08-31,Expired,Standard,699312.81,False
262,POL00000262,10,191,1,CUST0043119,2024-06-22,2025-05-31,Expired,Standard,1725673.52,False
263,POL00000263,10,355,1,CUST0085240,2024-07-17,2026-06-30,Active,Standard,2766621.44,False
264,POL00000264,4,209,2,CUST0006211,2023-07-29,2024-06-30,Expired,Premium,1386946.89,False
265,POL00000265,5,283,3,CUST0046756,2023-09-05,2024-08-31,Expired,Premium,683440.27,False
266,POL00000266,8,93,2,CUST0002479,2025-08-16,2026-07-31,Active,Basic,4443026.72,False
267,POL00000267,9,145,3,CUST0077648,2024-12-23,2025-11-30,Expired,Standard,9351665.75,False
268,POL00000268,1,85,2,CUST0093006,2025-11-06,2026-10-31,Active,Basic,545688.72,False
269,POL00000269,4,243,4,CUST0064705,2024-05-05,2025-04-30,Expired,Standard,863759.13,False
270,POL00000270,7,121,1,CUST0056696,2023-10-10,2024-09-30,Expired,Standard,377535.35,False
271,POL00000271,2,368,2,CUST0087297,2026-01-18,2026-12-31,Active,Basic,714946.94,False
272,POL00000272,3,81,1,CUST0045576,2024-06-08,2025-05-31,Expired,Basic,1706662.25,False
273,POL00000273,10,28,2,CUST0052142,2023-12-03,2024-11-30,Expired,Standard,1952993.03,False
274,POL00000274,10,12,1,CUST0013598,2023-09-02,2024-08-31,Expired,Basic,2327615.45,False
275,POL00000275,8,228,1,CUST0032021,2025-09-17,2026-08-31,Active,Premium,4819415.39,False
