expense_month_id,accounting_month,product_id,region_id,acquisition_expense,operating_expense
128,2025-04-01,2,4,83401.2,333916.05
129,2025-04-01,3,1,124765.74,268314.42
130,2025-04-01,3,2,175466.33,260050.17
131,2025-04-01,3,3,99843.13,128556.93
132,2025-04-01,3,4,119232.77,395373.77
133,2025-04-01,4,1,85535.31,176382.45
134,2025-04-01,4,2,101867.96,233304.52
135,2025-04-01,4,3,128532.74,187274.66
136,2025-04-01,4,4,217119.91,362098.6
137,2025-04-01,5,1,203325.43,374204.58
138,2025-04-01,5,2,242527.0,323259.43
139,2025-04-01,5,3,225922.28,411784.25
140,2025-04-01,5,4,80779.25,379728.37
141,2025-04-01,6,1,252425.63,205976.99
142,2025-04-01,6,2,86420.45,337499.96
143,2025-04-01,6,3,123964.76,211518.33
144,2025-04-01,6,4,91949.89,261383.66
145,2025-04-01,7,1,180425.55,313120.38
146,2025-04-01,7,2,225095.97,378571.09
147,2025-04-01,7,3,91331.68,220664.22
148,2025-04-01,7,4,206753.16,334295.72
149,2025-04-01,8,1,122285.0,348481.35
150,2025-04-01,8,2,129053.93,407322.11
151,2025-04-01,8,3,192375.42,197933.41
152,2025-04-01,8,4,145615.74,186017.72
153,2025-04-01,9,1,205806.52,136894.69
154,2025-04-01,9,2,204633.64,215291.48
155,2025-04-01,9,3,104882.96,260771.36
156,2025-04-01,9,4,216723.61,232546.16
157,2025-04-01,10,1,122293.17,389653.13
158,2025-04-01,10,2,200151.91,215588.8
159,2025-04-01,10,3,188335.17,253362.09
160,2025-04-01,10,4,279588.89,221851.65
161,2025-05-01,1,1,276890.44,283467.2
162,2025-05-01,1,2,205997.73,395127.4
163,2025-05-01,1,3,197193.45,336312.35
164,2025-05-01,1,4,219406.07,265618.8
165,2025-05-01,2,1,215776.54,224151.89
166,2025-05-01,2,2,192344.64,155404.81
167,2025-05-01,2,3,260847.57,124604.1
168,2025-05-01,2,4,226845.13,345757.72
169,2025-05-01,3,1,148148.11,175985.88
170,2025-05-01,3,2,130048.26,368613.7
171,2025-05-01,3,3,223400.94,194875.95
172,2025-05-01,3,4,125959.47,152820.39
173,2025-05-01,4,1,176288.89,235399.26
174,2025-05-01,4,2,134856.77,355531.81
175,2025-05-01,4,3,233951.1,384243.6
176,2025-05-01,4,4,114037.73,271713.34
177,2025-05-01,5,1,211402.39,393206.2
178,2025-05-01,5,2,160858.8,241617.04
179,2025-05-01,5,3,156328.16,329021.98
180,2025-05-01,5,4,85556.36,398749.7
181,2025-05-01,6,1,192235.56,368080.63
182,2025-05-01,6,2,242374.1,133817.68
183,2025-05-01,6,3,250201.82,211749.56
184,2025-05-01,6,4,126817.38,271503.87
185,2025-05-01,7,1,83173.19,157597.43
186,2025-05-01,7,2,182681.4,263190.36
187,2025-05-01,7,3,157713.04,334180.17
188,2025-05-01,7,4,105980.96,232751.2
189,2025-05-01,8,1,256560.91,242131.24
190,2025-05-01,8,2,126435.1,378517.22
191,2025-05-01,8,3,103104.55,236037.65
192,2025-05-01,8,4,169862.91,416963.17
193,2025-05-01,9,1,157993.43,365376.01
194,2025-05-01,9,2,239116.95,128303.86
195,2025-05-01,9,3,136952.26,275812.46
196,2025-05-01,9,4,169432.61,360424.95
197,2025-05-01,10,1,112595.82,168608.08
198,2025-05-01,10,2,86470.67,166193.85
199,2025-05-01,10,3,147630.02,165687.95
200,2025-05-01,10,4,129129.46,143613.03
201,2025-06-01,1,1,237702.02,165501.15
202,2025-06-01,1,2,118395.88,160953.87
203,2025-06-01,1,3,217645.68,372724.36
204,2025-06-01,1,4,205080.54,165021.14
205,2025-06-01,2,1,249351.23,277123.78
206,2025-06-01,2,2,202658.99,356293.68
207,2025-06-01,2,3,210489.29,181060.19
208,2025-06-01,2,4,273073.78,369602.51
209,2025-06-01,3,1,243929.51,151291.99
210,2025-06-01,3,2,114316.93,411020.77
211,2025-06-01,3,3,93582.96,376575.04
212,2025-06-01,3,4,118097.2,257222.54
213,2025-06-01,4,1,116081.87,356601.36
214,2025-06-01,4,2,188060.11,220826.74
215,2025-06-01,4,3,128373.59,395438.38
216,2025-06-01,4,4,257883.27,120906.73
217,2025-06-01,5,1,104622.44,368341.65
218,2025-06-01,5,2,121092.98,224112.34
219,2025-06-01,5,3,253226.57,394946.6
220,2025-06-01,5,4,129731.32,415920.56
221,2025-06-01,6,1,173984.19,343041.38
222,2025-06-01,6,2,107498.15,181790.02
223,2025-06-01,6,3,240274.01,358858.87
224,2025-06-01,6,4,259800.36,263802.07
225,2025-06-01,7,1,136195.62,290224.9
226,2025-06-01,7,2,87440.95,361507.66
227,2025-06-01,7,3,98965.99,296824.09
228,2025-06-01,7,4,242928.7,193718.53
229,2025-06-01,8,1,252881.27,329279.99
230,2025-06-01,8,2,177705.82,407121.73
231,2025-06-01,8,3,158889.47,192613.88
232,2025-06-01,8,4,178851.11,359996.25
233,2025-06-01,9,1,149506.65,274414.12
234,2025-06-01,9,2,178935.78,368007.24
235,2025-06-01,9,3,123687.8,136581.28
236,2025-06-01,9,4,253687.45,228898.06
237,2025-06-01,10,1,195165.88,213239.58
238,2025-06-01,10,2,162711.35,176995.95
239,2025-06-01,10,3,221860.17,316408.09
240,2025-06-01,10,4,129224.41,361307.61
241,2025-07-01,1,1,200960.5,201000.71
242,2025-07-01,1,2,246926.6,301248.83
243,2025-07-01,1,3,250459.41,286005.45
244,2025-07-01,1,4,105778.39,385550.35
245,2025-07-01,2,1,232527.71,299968.19
246,2025-07-01,2,2,102466.88,160636.77
247,2025-07-01,2,3,269810.73,243440.09
248,2025-07-01,2,4,218589.96,262903.9
249,2025-07-01,3,1,189548.31,185658.78
250,2025-07-01,3,2,225909.95,324508.45
251,2025-07-01,3,3,152197.43,246121.28
252,2025-07-01,3,4,82137.07,360704.86
253,2025-07-01,4,1,86296.8,255080.52
254,2025-07-01,4,2,105554.31,343062.42
255,2025-07-01,4,3,159135.97,177865.23
256,2025-07-01,4,4,187152.65,153195.91
257,2025-07-01,5,1,263198.23,388187.83
258,2025-07-01,5,2,185931.25,400781.77
259,2025-07-01,5,3,204896.63,277925.9
260,2025-07-01,5,4,178428.46,309040.75
261,2025-07-01,6,1,232180.52,298565.83
262,2025-07-01,6,2,84928.33,333431.59
263,2025-07-01,6,3,102480.48,413489.77
264,2025-07-01,6,4,116597.44,187223.82
265,2025-07-01,7,1,122217.31,302150.66
266,2025-07-01,7,2,182875.94,359611.0
267,2025-07-01,7,3,179306.24,290991.23
268,2025-07-01,7,4,138195.35,359306.53
269,2025-07-01,8,1,135516.35,362524.4
270,2025-07-01,8,2,269780.34,194990.51
271,2025-07-01,8,3,140862.48,384657.8
272,2025-07-01,8,4,145542.25,238834.7
273,2025-07-01,9,1,246634.32,193658.89
274,2025-07-01,9,2,165697.29,302699.66
275,2025-07-01,9,3,202299.4,150122.26
276,2025-07-01,9,4,201784.19,175070.38
277,2025-07-01,10,1,243267.04,233140.24
278,2025-07-01,10,2,129338.88,382744.1
279,2025-07-01,10,3,199135.53,336097.94
280,2025-07-01,10,4,211344.43,252181.65
281,2025-08-01,1,1,163835.81,405670.56
282,2025-08-01,1,2,124836.72,351365.06
283,2025-08-01,1,3,255015.26,135067.77
284,2025-08-01,1,4,114912.53,413220.37
285,2025-08-01,2,1,141867.66,258889.46
286,2025-08-01,2,2,275670.29,141661.49
287,2025-08-01,2,3,243469.28,146145.05
288,2025-08-01,2,4,214175.98,191518.32
289,2025-08-01,3,1,240385.92,380571.63
290,2025-08-01,3,2,260638.52,178899.02
291,2025-08-01,3,3,223019.18,391138.2
292,2025-08-01,3,4,113083.28,143962.3
293,2025-08-01,4,1,81957.61,379168.62
294,2025-08-01,4,2,197055.23,330891.93
295,2025-08-01,4,3,181740.76,220465.86
296,2025-08-01,4,4,188443.62,331724.26
297,2025-08-01,5,1,262341.29,162046.52
298,2025-08-01,5,2,200009.71,415384.64
299,2025-08-01,5,3,221507.79,383155.72
300,2025-08-01,5,4,175984.89,265961.79
301,2025-08-01,6,1,254000.88,397296.69
302,2025-08-01,6,2,278961.62,253693.37
303,2025-08-01,6,3,278240.82,168001.99
304,2025-08-01,6,4,148124.44,153928.74
305,2025-08-01,7,1,117831.05,201977.73
306,2025-08-01,7,2,196794.02,312310.91
307,2025-08-01,7,3,101076.78,418820.88
308,2025-08-01,7,4,215097.18,402812.15
309,2025-08-01,8,1,96580.43,288739.57
310,2025-08-01,8,2,213098.36,156462.07
311,2025-08-01,8,3,197505.25,262026.31
312,2025-08-01,8,4,278864.24,354620.81
313,2025-08-01,9,1,179225.83,215681.17
314,2025-08-01,9,2,135489.86,191445.51
315,2025-08-01,9,3,95813.3,407459.13
316,2025-08-01,9,4,251787.18,284402.29
317,2025-08-01,10,1,262032.12,370462.03
318,2025-08-01,10,2,223073.83,287495.41
319,2025-08-01,10,3,163395.18,168703.31
320,2025-08-01,10,4,144553.29,391804.56
321,2025-09-01,1,1,115550.4,331263.74
322,2025-09-01,1,2,127059.27,220807.03
323,2025-09-01,1,3,158609.4,411644.01
324,2025-09-01,1,4,229392.03,149190.46
325,2025-09-01,2,1,82020.72,306441.57
326,2025-09-01,2,2,192784.58,167016.8
327,2025-09-01,2,3,251798.98,170411.17
328,2025-09-01,2,4,153184.56,125507.88
329,2025-09-01,3,1,275543.36,324683.59
330,2025-09-01,3,2,262471.99,309310.75
331,2025-09-01,3,3,158165.72,362918.45
332,2025-09-01,3,4,131042.72,176806.02
333,2025-09-01,4,1,170846.7,410110.41
334,2025-09-01,4,2,172688.14,175928.18
335,2025-09-01,4,3,274720.43,401981.24
336,2025-09-01,4,4,155524.64,353008.75
337,2025-09-01,5,1,161337.97,355333.53
338,2025-09-01,5,2,193511.06,120190.68
339,2025-09-01,5,3,272546.48,147194.44
340,2025-09-01,5,4,140145.55,147739.76
341,2025-09-01,6,1,231360.8,376028.48
342,2025-09-01,6,2,97012.05,261371.65
343,2025-09-01,6,3,154160.42,269597.85
344,2025-09-01,6,4,215981.17,395782.94
345,2025-09-01,7,1,240627.64,239889.61
346,2025-09-01,7,2,163322.71,238829.88
347,2025-09-01,7,3,139088.07,310486.23
348,2025-09-01,7,4,97177.64,215698.64
349,2025-09-01,8,1,181250.09,337183.56
350,2025-09-01,8,2,222973.01,214527.47
351,2025-09-01,8,3,191204.72,312441.76
352,2025-09-01,8,4,173597.75,242262.38
353,2025-09-01,9,1,88570.37,382110.38
354,2025-09-01,9,2,118904.34,372730.01
355,2025-09-01,9,3,105971.81,372976.81
356,2025-09-01,9,4,90952.06,175772.53
357,2025-09-01,10,1,226931.9,182269.07
358,2025-09-01,10,2,100165.86,229880.18
359,2025-09-01,10,3,152462.54,360090.25
360,2025-09-01,10,4,188090.9,216088.75
361,2025-10-01,1,1,159444.07,149031.73
362,2025-10-01,1,2,195598.43,246568.69
363,2025-10-01,1,3,239585.13,359279.62
364,2025-10-01,1,4,136275.63,375819.5
365,2025-10-01,2,1,154110.56,366649.27
366,2025-10-01,2,2,128202.39,240546.56
367,2025-10-01,2,3,125837.74,220873.92
368,2025-10-01,2,4,84724.39,317112.91
369,2025-10-01,3,1,268057.01,129530.8
370,2025-10-01,3,2,137706.88,297481.43
371,2025-10-01,3,3,191319.04,186087.0
372,2025-10-01,3,4,219417.89,382174.5
373,2025-10-01,4,1,163052.48,187127.01
374,2025-10-01,4,2,184212.18,134875.65
375,2025-10-01,4,3,241748.8,267807.62
376,2025-10-01,4,4,133661.4,196550.43
377,2025-10-01,5,1,203542.28,238974.22
378,2025-10-01,5,2,155621.58,309956.43
379,2025-10-01,5,3,166308.67,143188.05
380,2025-10-01,5,4,113590.54,147581.55
381,2025-10-01,6,1,149777.13,317845.09
382,2025-10-01,6,2,257332.71,199503.22
383,2025-10-01,6,3,233537.66,135107.51
384,2025-10-01,6,4,161950.89,267496.63
385,2025-10-01,7,1,235121.73,189175.8
386,2025-10-01,7,2,138551.97,361822.68
387,2025-10-01,7,3,198886.29,316955.95
388,2025-10-01,7,4,225631.44,367978.06
389,2025-10-01,8,1,132968.87,123228.55
390,2025-10-01,8,2,115635.4,180448.5
391,2025-10-01,8,3,104376.11,380671.16
392,2025-10-01,8,4,101056.38,360811.15
393,2025-10-01,9,1,257689.76,233498.02
394,2025-10-01,9,2,184669.05,354397.36
395,2025-10-01,9,3,151455.9,186854.92
396,2025-10-01,9,4,134479.99,217363.16
397,2025-10-01,10,1,122839.26,388503.06
398,2025-10-01,10,2,103960.24,380895.81
399,2025-10-01,10,3,263479.73,190463.01
400,2025-10-01,10,4,238737.29,153147.07
401,2025-11-01,1,1,235116.7,143168.22
402,2025-11-01,1,2,193646.1,283056.54
403,2025-11-01,1,3,267302.45,293689.64
404,2025-11-01,1,4,258736.07,298217.57
405,2025-11-01,2,1,102498.29,122362.03
406,2025-11-01,2,2,260876.8,300214.66
407,2025-11-01,2,3,137315.51,367497.47
408,2025-11-01,2,4,164842.48,311588.62
409,2025-11-01,3,1,242836.89,305991.47
410,2025-11-01,3,2,115510.01,279848.47
411,2025-11-01,3,3,106147.7,403303.7
412,2025-11-01,3,4,223314.27,363396.0
413,2025-11-01,4,1,242123.24,174595.17
414,2025-11-01,4,2,148811.28,354023.74
415,2025-11-01,4,3,139944.15,335643.49
416,2025-11-01,4,4,104535.34,204895.88
417,2025-11-01,5,1,180014.4,325242.91
418,2025-11-01,5,2,170507.81,406235.68
419,2025-11-01,5,3,199334.29,235569.46
420,2025-11-01,5,4,183201.51,145409.84
421,2025-11-01,6,1,244356.17,368581.07
422,2025-11-01,6,2,251693.54,138489.49
423,2025-11-01,6,3,89090.63,376533.28
424,2025-11-01,6,4,256338.41,349956.93
425,2025-11-01,7,1,247660.44,211596.07
426,2025-11-01,7,2,86527.05,389049.19
427,2025-11-01,7,3,255364.21,240790.64
428,2025-11-01,7,4,165174.64,405352.46
429,2025-11-01,8,1,261627.72,238643.56
430,2025-11-01,8,2,218669.22,175252.57
431,2025-11-01,8,3,91012.33,247667.81
432,2025-11-01,8,4,149936.54,183140.67
433,2025-11-01,9,1,218036.28,300662.68
434,2025-11-01,9,2,268032.3,296973.33
435,2025-11-01,9,3,223990.2,294567.73
436,2025-11-01,9,4,226816.17,322734.14
437,2025-11-01,10,1,249921.33,273077.25
438,2025-11-01,10,2,108689.16,419700.94
439,2025-11-01,10,3,196913.89,395860.22
440,2025-11-01,10,4,139030.07,155237.92
441,2025-12-01,1,1,223642.36,135509.99
442,2025-12-01,1,2,154951.54,415477.62
443,2025-12-01,1,3,152064.44,145896.7
444,2025-12-01,1,4,185782.48,276045.98
445,2025-12-01,2,1,270984.43,129993.89
446,2025-12-01,2,2,112769.94,335177.0
447,2025-12-01,2,3,125725.71,369883.35
448,2025-12-01,2,4,218771.88,177472.43
449,2025-12-01,3,1,159962.25,207134.01
450,2025-12-01,3,2,132682.86,139418.62
451,2025-12-01,3,3,164708.27,263625.94
452,2025-12-01,3,4,121101.2,156569.29
453,2025-12-01,4,1,255612.44,341435.12
454,2025-12-01,4,2,265788.99,330112.84
455,2025-12-01,4,3,117281.05,275389.34
456,2025-12-01,4,4,225818.56,305513.7
457,2025-12-01,5,1,110656.51,167716.13
458,2025-12-01,5,2,165462.01,187462.41
459,2025-12-01,5,3,95906.74,159754.63
460,2025-12-01,5,4,126870.45,139118.5
461,2025-12-01,6,1,260414.83,180610.54
462,2025-12-01,6,2,160671.49,179573.82
463,2025-12-01,6,3,226599.34,140932.27
464,2025-12-01,6,4,131057.56,151057.13
465,2025-12-01,7,1,85893.15,389968.64
466,2025-12-01,7,2,101653.13,357744.86
467,2025-12-01,7,3,185897.93,218898.39
468,2025-12-01,7,4,171909.08,196553.09
469,2025-12-01,8,1,240421.26,252703.96
470,2025-12-01,8,2,196774.7,148877.04
471,2025-12-01,8,3,203883.55,241051.0
472,2025-12-01,8,4,271659.55,213215.6
473,2025-12-01,9,1,107410.12,126036.44
474,2025-12-01,9,2,211455.67,400495.15
475,2025-12-01,9,3,211932.13,194578.64
476,2025-12-01,9,4,154180.52,286998.39
477,2025-12-01,10,1,277648.08,251754.68
478,2025-12-01,10,2,189688.53,241253.18
479,2025-12-01,10,3,146987.37,163380.38
480,2025-12-01,10,4,170880.19,290084.09
481,2026-01-01,1,1,188767.75,374269.12
482,2026-01-01,1,2,82235.82,163392.96
483,2026-01-01,1,3,236293.75,286672.61
484,2026-01-01,1,4,160779.54,194850.47
485,2026-01-01,2,1,179367.24,193500.58
486,2026-01-01,2,2,157107.25,418940.87
487,2026-01-01,2,3,276396.64,207115.62
488,2026-01-01,2,4,266247.04,389155.16
489,2026-01-01,3,1,112196.67,404436.82
490,2026-01-01,3,2,266071.43,173119.81
491,2026-01-01,3,3,225562.32,215011.4
492,2026-01-01,3,4,213983.61,345344.8
493,2026-01-01,4,1,113648.8,299028.85
494,2026-01-01,4,2,86611.59,276766.62
495,2026-01-01,4,3,100406.75,122178.31
496,2026-01-01,4,4,158361.98,205795.57
497,2026-01-01,5,1,167762.54,369544.65
498,2026-01-01,5,2,191640.17,247738.17
499,2026-01-01,5,3,202672.18,358727.01
500,2026-01-01,5,4,239719.59,308890.53
501,2026-01-01,6,1,207548.11,187431.34
502,2026-01-01,6,2,163357.62,257484.99
503,2026-01-01,6,3,152106.51,385238.75
504,2026-01-01,6,4,247952.55,418972.08
505,2026-01-01,7,1,227186.42,266314.75
506,2026-01-01,7,2,147205.5,184669.07
507,2026-01-01,7,3,154053.49,383822.53
508,2026-01-01,7,4,191133.17,239384.19
509,2026-01-01,8,1,217797.26,191933.29
510,2026-01-01,8,2,204822.06,348183.73
511,2026-01-01,8,3,144156.57,286630.8
512,2026-01-01,8,4,88995.91,170403.36
513,2026-01-01,9,1,121888.41,165430.01
514,2026-01-01,9,2,88083.94,209329.75
515,2026-01-01,9,3,151030.52,161155.6
516,2026-01-01,9,4,268018.03,294203.83
517,2026-01-01,10,1,109866.32,352864.92
518,2026-01-01,10,2,150041.76,255617.51
519,2026-01-01,10,3,142929.5,124662.74
520,2026-01-01,10,4,277832.86,358363.63
521,2026-02-01,1,1,134515.85,282898.28
522,2026-02-01,1,2,209074.09,252251.8
523,2026-02-01,1,3,218473.61,345533.16
524,2026-02-01,1,4,219955.38,384235.61
525,2026-02-01,2,1,98771.9,129395.33
526,2026-02-01,2,2,111295.44,376434.08
527,2026-02-01,2,3,237100.87,309131.38
528,2026-02-01,2,4,116066.18,369608.18
529,2026-02-01,3,1,180065.66,226278.23
530,2026-02-01,3,2,210829.05,123381.3
531,2026-02-01,3,3,168917.92,267409.17
532,2026-02-01,3,4,260632.77,378416.01
533,2026-02-01,4,1,81406.67,183587.74
534,2026-02-01,4,2,195253.86,268871.55
535,2026-02-01,4,3,210165.34,399313.74
536,2026-02-01,4,4,258102.21,258044.39
537,2026-02-01,5,1,123582.69,181841.74
538,2026-02-01,5,2,267302.35,398214.23
539,2026-02-01,5,3,268774.27,186496.43
540,2026-02-01,5,4,221681.21,383336.12
541,2026-02-01,6,1,236443.41,344637.83
542,2026-02-01,6,2,120466.53,130442.97
543,2026-02-01,6,3,122053.19,261042.5
544,2026-02-01,6,4,215579.02,215237.03
545,2026-02-01,7,1,255291.77,245099.18
546,2026-02-01,7,2,197714.29,151340.65
547,2026-02-01,7,3,150148.68,410005.21
548,2026-02-01,7,4,85419.48,300293.46
549,2026-02-01,8,1,194094.25,363378.87
550,2026-02-01,8,2,96910.16,135027.81
551,2026-02-01,8,3,99506.55,149016.58
552,2026-02-01,8,4,216980.69,319080.27
553,2026-02-01,9,1,152599.85,127134.19
554,2026-02-01,9,2,206842.26,243170.72
555,2026-02-01,9,3,192572.09,318540.72
556,2026-02-01,9,4,270828.89,409591.13
557,2026-02-01,10,1,136696.5,228882.32
558,2026-02-01,10,2,239115.43,312432.43
559,2026-02-01,10,3,84195.97,363307.5
560,2026-02-01,10,4,260377.63,180588.44
561,2026-03-01,1,1,138162.74,349524.73
562,2026-03-01,1,2,191917.36,167343.98
563,2026-03-01,1,3,158854.76,326487.29
564,2026-03-01,1,4,134985.6,293528.87
565,2026-03-01,2,1,226834.88,381818.32
566,2026-03-01,2,2,253652.07,385341.52
567,2026-03-01,2,3,124592.66,331277.46
568,2026-03-01,2,4,127272.18,175668.6
569,2026-03-01,3,1,88668.53,158427.33
570,2026-03-01,3,2,89400.71,290390.6
571,2026-03-01,3,3,166318.62,291415.33
572,2026-03-01,3,4,114865.67,289833.93
573,2026-03-01,4,1,108085.81,171575.94
574,2026-03-01,4,2,119552.27,168625.16
575,2026-03-01,4,3,278752.53,171212.05
576,2026-03-01,4,4,192968.92,406600.55
577,2026-03-01,5,1,81366.68,397382.42
578,2026-03-01,5,2,90709.67,125354.85
579,2026-03-01,5,3,99508.48,314156.68
580,2026-03-01,5,4,87046.05,289854.3
581,2026-03-01,6,1,131258.65,403257.26
582,2026-03-01,6,2,128552.5,134221.31
583,2026-03-01,6,3,208017.91,257622.23
584,2026-03-01,6,4,234788.77,150488.42
585,2026-03-01,7,1,188366.42,413848.42
586,2026-03-01,7,2,218385.97,234796.97
587,2026-03-01,7,3,274670.07,266433.47
588,2026-03-01,7,4,205145.72,410930.96
589,2026-03-01,8,1,252893.05,151098.0
590,2026-03-01,8,2,228917.24,234152.39
591,2026-03-01,8,3,113339.06,131825.49
592,2026-03-01,8,4,178020.76,311453.84
593,2026-03-01,9,1,155288.3,351152.03
594,2026-03-01,9,2,143910.59,227642.02
595,2026-03-01,9,3,134501.49,205644.74
596,2026-03-01,9,4,265292.55,280394.94
597,2026-03-01,10,1,252433.82,194764.39
598,2026-03-01,10,2,135870.59,157012.22
599,2026-03-01,10,3,274253.29,298416.96
600,2026-03-01,10,4,87535.47,189349.83
601,2026-04-01,1,1,197163.46,290663.79
602,2026-04-01,1,2,82437.77,148707.81
603,2026-04-01,1,3,200685.56,380872.93
604,2026-04-01,1,4,106315.98,212676.05
605,2026-04-01,2,1,236575.74,353770.48
