policy_id,policy_number,product_id,agent_id,region_id,customer_key,inception_date,expiry_date,policy_status,coverage_tier,sum_insured,cancelled_flag
51,POL00000051,3,78,3,CUST0002136,2025-11-03,2026-10-31,Active,Standard,1817692.78,False
52,POL00000052,4,94,1,CUST0003616,2025-07-29,2026-06-30,Active,Basic,1011693.79,False
53,POL00000053,6,26,1,CUST0002507,2026-02-09,2027-01-31,Active,Premium,780992.74,False
54,POL00000054,5,39,3,CUST0001637,2024-07-10,2025-06-30,Expired,Standard,418859.76,False
55,POL00000055,2,93,2,CUST0002910,2023-11-05,2024-10-31,Expired,Standard,752635.88,False
56,POL00000056,1,30,3,CUST0003525,2025-01-20,2025-12-31,Expired,Basic,692515.6,False
57,POL00000057,3,16,1,CUST0003535,2023-08-14,2024-07-31,Expired,Standard,1570281.88,False
58,POL00000058,1,14,1,CUST0003060,2024-04-30,2025-03-31,Expired,Premium,901976.84,False
59,POL00000059,9,50,1,CUST0002972,2023-11-12,2024-10-31,Expired,Basic,9690434.03,False
60,POL00000060,4,75,1,CUST0001014,2023-09-18,2024-08-31,Expired,Standard,1457508.72,False
61,POL00000061,2,101,2,CUST0001634,2024-07-29,2025-06-30,Expired,Basic,747492.46,False
62,POL00000062,8,15,1,CUST0001059,2024-07-10,2025-06-30,Expired,Standard,5074507.55,False
63,POL00000063,1,17,3,CUST0001333,2025-10-08,2026-09-30,Active,Standard,568024.91,False
64,POL00000064,1,30,4,CUST0003552,2023-09-11,2024-08-31,Expired,Standard,696034.28,False
65,POL00000065,4,44,2,CUST0000587,2023-11-06,2024-10-31,Expired,Standard,1640692.64,False
66,POL00000066,4,20,1,CUST0001013,2023-12-08,2024-11-30,Expired,Premium,1110087.71,False
67,POL00000067,5,117,2,CUST0003268,2024-07-25,2025-06-30,Expired,Premium,636407.75,False
68,POL00000068,3,89,1,CUST0003683,2025-09-16,2026-08-31,Cancelled,Standard,1884179.88,True
69,POL00000069,5,77,3,CUST0003016,2025-08-12,2026-07-31,Active,Standard,573654.78,False
70,POL00000070,10,1,1,CUST0000249,2025-11-03,2026-10-31,Active,Basic,2285195.94,False
71,POL00000071,2,78,4,CUST0000292,2024-05-07,2025-04-30,Expired,Standard,615882.71,False
72,POL00000072,9,57,2,CUST0000709,2024-12-23,2025-11-30,Expired,Basic,7610571.61,False
73,POL00000073,8,34,3,CUST0002859,2026-02-22,2027-01-31,Active,Standard,6816374.6,False
74,POL00000074,6,44,2,CUST0002248,2025-11-18,2026-10-31,Active,Premium,794808.55,False
75,POL00000075,5,84,2,CUST0000526,2024-08-01,2025-07-31,Expired,Basic,583621.47,False
76,POL00000076,5,79,1,CUST0001307,2025-11-12,2026-10-31,Active,Premium,436338.13,False
77,POL00000077,5,105,1,CUST0002967,2024-03-25,2025-02-28,Expired,Standard,668614.42,False
78,POL00000078,4,25,3,CUST0003812,2025-07-19,2026-06-30,Active,Standard,1109212.58,False
79,POL00000079,10,53,2,CUST0001451,2025-04-29,2026-03-31,Expired,Premium,2254318.42,False
80,POL00000080,9,54,4,CUST0001289,2024-05-15,2025-04-30,Expired,Standard,7004084.15,False
81,POL00000081,1,115,4,CUST0000933,2025-12-17,2026-11-30,Active,Standard,802923.59,False
82,POL00000082,3,92,2,CUST0000961,2025-05-13,2026-04-30,Expired,Standard,1665259.44,False
83,POL00000083,3,79,1,CUST0001818,2025-09-03,2026-08-31,Active,Basic,1402936.47,False
84,POL00000084,7,96,1,CUST0003098,2025-05-13,2026-04-30,Expired,Premium,333925.43,False
85,POL00000085,1,49,2,CUST0002355,2025-02-24,2027-01-31,Active,Basic,517788.87,False
86,POL00000086,1,95,4,CUST0002654,2024-02-04,2025-01-31,Expired,Basic,647690.4,False
87,POL00000087,4,36,2,CUST0000424,2025-04-30,2026-03-31,Expired,Premium,1273825.9,False
88,POL00000088,6,12,4,CUST0001274,2024-05-08,2025-04-30,Expired,Basic,936468.08,False
89,POL00000089,2,82,3,CUST0002858,2025-09-19,2026-08-31,Active,Standard,673296.0,False
90,POL00000090,3,97,4,CUST0000576,2024-03-17,2025-02-28,Expired,Basic,1610532.01,False
91,POL00000091,1,28,1,CUST0002987,2023-07-01,2024-06-30,Expired,Basic,751777.21,False
92,POL00000092,1,99,1,CUST0003444,2023-09-02,2024-08-31,Expired,Premium,497204.02,False
93,POL00000093,2,71,3,CUST0001237,2024-03-08,2025-02-28,Expired,Standard,563901.66,False
94,POL00000094,1,45,1,CUST0003006,2025-03-24,2026-02-28,Expired,Basic,534782.66,False
95,POL00000095,7,84,2,CUST0000735,2026-02-20,2027-01-31,Active,Standard,390017.09,False
96,POL00000096,10,106,4,CUST0000770,2024-09-16,2025-08-31,Expired,Standard,2428615.18,False
97,POL00000097,4,47,2,CUST0001489,2025-09-15,2026-08-31,Cancelled,Basic,1345309.1,True
98,POL00000098,1,59,2,CUST0003032,2024-03-09,2025-02-28,Expired,Standard,578167.03,False
99,POL00000099,4,55,2,CUST0002393,2024-12-31,2025-11-30,Expired,Basic,1018312.8,False
100,POL00000100,5,108,1,CUST0003562,2025-09-26,2026-08-31,Active,Premium,370820.34,False
101,POL00000101,1,56,3,CUST0000419,2024-01-07,2024-12-31,Expired,Basic,549178.25,False
102,POL00000102,1,51,1,CUST0003442,2025-03-27,2026-02-28,Expired,Basic,617603.18,False
103,POL00000103,1,51,3,CUST0000204,2024-01-17,2024-12-31,Expired,Basic,503868.35,False
104,POL00000104,5,14,1,CUST0003410,2024-01-11,2024-12-31,Expired,Standard,698837.02,False
105,POL00000105,1,8,2,CUST0003206,2024-05-11,2026-04-30,Expired,Premium,532505.24,False
106,POL00000106,3,118,2,CUST0003884,2024-04-08,2025-03-31,Expired,Standard,1184455.24,False
107,POL00000107,2,118,1,CUST0001759,2023-10-09,2024-09-30,Expired,Standard,542337.71,False
108,POL00000108,5,52,4,CUST0003732,2025-08-21,2026-07-31,Active,Standard,548776.98,False
109,POL00000109,3,43,3,CUST0001223,2024-12-22,2025-11-30,Expired,Standard,1149371.76,False
110,POL00000110,6,20,2,CUST0000859,2025-10-19,2026-09-30,Active,Standard,1023002.33,False
111,POL00000111,9,13,3,CUST0003686,2025-04-13,2026-03-31,Expired,Standard,10100477.1,False
112,POL00000112,1,70,1,CUST0002722,2025-12-29,2026-11-30,Cancelled,Standard,842726.13,True
113,POL00000113,3,55,2,CUST0003404,2023-07-06,2024-06-30,Expired,Premium,1441713.62,False
114,POL00000114,1,68,1,CUST0003100,2024-08-27,2025-07-31,Expired,Premium,893428.86,False
115,POL00000115,8,112,1,CUST0002022,2025-01-30,2025-12-31,Expired,Basic,6338370.16,False
116,POL00000116,4,58,4,CUST0002429,2025-06-11,2026-05-31,Expired,Standard,939455.23,False
117,POL00000117,6,9,4,CUST0002026,2024-04-03,2025-03-31,Expired,Basic,851456.17,False
118,POL00000118,5,56,1,CUST0002674,2025-03-02,2026-02-28,Expired,Basic,511604.52,False
119,POL00000119,4,54,1,CUST0000795,2023-11-14,2024-10-31,Expired,Basic,1635748.63,False
120,POL00000120,7,49,4,CUST0000323,2024-02-25,2025-01-31,Expired,Standard,400127.31,False
121,POL00000121,3,25,1,CUST0002181,2024-12-03,2026-11-30,Active,Basic,1791086.85,False
122,POL00000122,8,37,1,CUST0003744,2024-04-29,2025-03-31,Expired,Basic,6421476.83,False
123,POL00000123,1,9,2,CUST0000689,2025-12-09,2026-11-30,Active,Standard,483718.31,False
124,POL00000124,2,117,1,CUST0001145,2024-11-12,2026-10-31,Active,Premium,657519.9,False
125,POL00000125,7,75,4,CUST0001553,2025-09-29,2027-08-31,Active,Standard,432789.19,False
126,POL00000126,8,66,4,CUST0002820,2024-08-30,2025-07-31,Expired,Standard,4765596.6,False
127,POL00000127,2,87,1,CUST0000348,2023-09-14,2024-08-31,Expired,Premium,620705.09,False
128,POL00000128,1,5,1,CUST0003903,2024-04-01,2025-03-31,Expired,Premium,899622.69,False
129,POL00000129,1,43,1,CUST0001044,2023-11-27,2024-10-31,Expired,Standard,870164.2,False
130,POL00000130,5,65,1,CUST0003203,2024-11-06,2025-10-31,Expired,Premium,471765.27,False
131,POL00000131,1,49,1,CUST0001693,2024-08-30,2026-07-31,Active,Standard,700916.89,False
132,POL00000132,2,22,3,CUST0002692,2023-12-17,2024-11-30,Expired,Standard,450016.12,False
133,POL00000133,9,99,1,CUST0001108,2023-10-13,2024-09-30,Expired,Standard,7542504.32,False
134,POL00000134,3,120,2,CUST0001688,2025-12-15,2026-11-30,Active,Basic,1719489.43,False
135,POL00000135,1,3,4,CUST0002879,2024-09-30,2025-08-31,Expired,Basic,829107.16,False
136,POL00000136,6,78,2,CUST0002552,2024-09-17,2025-08-31,Expired,Standard,931016.57,False
137,POL00000137,5,85,4,CUST0001960,2024-06-26,2025-05-31,Expired,Standard,607800.58,False
138,POL00000138,1,56,3,CUST0000525,2024-06-05,2025-05-31,Expired,Standard,862082.99,False
139,POL00000139,1,12,1,CUST0000757,2026-01-18,2026-12-31,Active,Standard,695873.07,False
140,POL00000140,6,106,3,CUST0000701,2025-09-23,2026-08-31,Active,Basic,713120.63,False
141,POL00000141,2,85,1,CUST0002327,2024-12-18,2025-11-30,Expired,Standard,686151.31,False
142,POL00000142,7,90,2,CUST0003283,2024-09-01,2025-08-31,Expired,Basic,410895.67,False
143,POL00000143,2,110,1,CUST0002804,2025-07-02,2026-06-30,Active,Basic,553946.36,False
144,POL00000144,2,37,1,CUST0003053,2024-12-07,2026-11-30,Active,Standard,718861.33,False
145,POL00000145,10,53,3,CUST0002842,2025-11-14,2027-10-31,Active,Standard,1513615.6,False
146,POL00000146,3,2,2,CUST0001630,2024-10-22,2025-09-30,Expired,Premium,1164089.96,False
147,POL00000147,1,9,3,CUST0000513,2025-10-04,2027-09-30,Active,Premium,598028.31,False
148,POL00000148,1,49,3,CUST0003756,2025-03-05,2026-02-28,Expired,Standard,532258.99,False
149,POL00000149,1,76,1,CUST0002960,2026-01-11,2026-12-31,Active,Standard,542324.13,False
150,POL00000150,7,22,1,CUST0003654,2025-12-15,2026-11-30,Active,Premium,345871.79,False
151,POL00000151,1,68,4,CUST0002434,2024-03-14,2025-02-28,Expired,Standard,807984.94,False
152,POL00000152,2,93,4,CUST0000853,2025-09-28,2026-08-31,Active,Premium,399878.06,False
153,POL00000153,1,88,2,CUST0000947,2025-08-28,2026-07-31,Active,Standard,624052.16,False
154,POL00000154,1,23,2,CUST0001918,2024-08-28,2025-07-31,Expired,Standard,902259.16,False
155,POL00000155,3,30,2,CUST0001657,2025-12-17,2026-11-30,Active,Standard,1152677.4,False
156,POL00000156,1,57,1,CUST0001856,2024-07-28,2025-06-30,Expired,Premium,820237.88,False
157,POL00000157,1,15,1,CUST0001612,2024-03-05,2025-02-28,Expired,Standard,557233.71,False
158,POL00000158,2,102,1,CUST0000648,2023-09-21,2024-08-31,Expired,Basic,738197.3,False
159,POL00000159,8,9,4,CUST0002151,2024-02-07,2025-01-31,Expired,Standard,5666207.33,False
160,POL00000160,1,92,3,CUST0003755,2023-12-03,2024-11-30,Expired,Premium,694993.22,False
161,POL00000161,6,20,4,CUST0002690,2025-06-30,2026-05-31,Expired,Basic,841609.96,False
162,POL00000162,5,61,2,CUST0003148,2025-09-19,2027-08-31,Active,Standard,587290.15,False
163,POL00000163,4,41,1,CUST0001570,2025-08-14,2027-07-31,Active,Premium,1666715.62,False
164,POL00000164,5,43,2,CUST0003947,2023-09-08,2024-08-31,Expired,Premium,449417.96,False
165,POL00000165,6,74,2,CUST0000942,2026-02-10,2027-01-31,Active,Standard,748639.66,False
166,POL00000166,5,73,4,CUST0000098,2026-01-10,2026-12-31,Active,Standard,523461.78,False
167,POL00000167,1,99,2,CUST0001440,2025-10-21,2026-09-30,Active,Premium,478150.73,False
168,POL00000168,1,90,4,CUST0002985,2024-02-03,2025-01-31,Expired,Standard,809567.82,False
169,POL00000169,1,49,1,CUST0003713,2023-07-27,2025-06-30,Expired,Standard,793517.6,False
170,POL00000170,3,64,2,CUST0002562,2023-08-29,2024-07-31,Expired,Premium,1417041.79,False
171,POL00000171,4,32,1,CUST0001164,2026-02-03,2028-01-31,Active,Standard,982073.15,False
172,POL00000172,1,26,1,CUST0000286,2024-07-05,2026-06-30,Active,Basic,831400.84,False
173,POL00000173,5,5,3,CUST0001659,2025-03-07,2026-02-28,Expired,Standard,599462.39,False
174,POL00000174,2,54,2,CUST0000679,2023-09-05,2024-08-31,Expired,Basic,479845.61,False
175,POL00000175,7,115,2,CUST0003011,2025-04-29,2026-03-31,Expired,Standard,366146.33,False
176,POL00000176,5,26,4,CUST0001181,2023-10-17,2024-09-30,Expired,Standard,567651.71,False
177,POL00000177,5,111,3,CUST0003006,2023-11-09,2024-10-31,Expired,Standard,375924.69,False
178,POL00000178,3,54,1,CUST0000890,2026-02-26,2027-01-31,Active,Basic,1921237.41,False
179,POL00000179,4,116,3,CUST0003836,2024-10-03,2025-09-30,Expired,Premium,1253122.57,False
180,POL00000180,5,64,3,CUST0000288,2023-10-26,2024-09-30,Expired,Premium,522727.3,False
181,POL00000181,3,62,4,CUST0002585,2024-09-12,2025-08-31,Expired,Basic,1050596.54,False
182,POL00000182,6,52,3,CUST0000129,2025-05-22,2026-04-30,Expired,Premium,653724.4,False
183,POL00000183,5,48,2,CUST0003778,2025-03-17,2026-02-28,Expired,Basic,667027.15,False
184,POL00000184,6,61,4,CUST0003996,2024-06-15,2025-05-31,Expired,Standard,707207.95,False
185,POL00000185,5,2,4,CUST0001290,2026-02-20,2027-01-31,Active,Premium,676526.71,False
186,POL00000186,4,25,4,CUST0001213,2024-02-05,2025-01-31,Expired,Premium,1601129.72,False
187,POL00000187,6,5,1,CUST0001651,2024-05-08,2025-04-30,Expired,Standard,916535.36,False
188,POL00000188,6,49,2,CUST0001323,2024-08-17,2025-07-31,Expired,Premium,809918.11,False
189,POL00000189,1,119,3,CUST0003568,2024-12-22,2025-11-30,Expired,Basic,753422.15,False
190,POL00000190,1,34,1,CUST0002327,2025-12-17,2026-11-30,Active,Basic,730987.68,False
191,POL00000191,3,46,2,CUST0002376,2023-09-09,2024-08-31,Expired,Basic,1237534.38,False
192,POL00000192,4,109,1,CUST0000812,2025-11-21,2026-10-31,Active,Standard,1640644.64,False
193,POL00000193,3,111,2,CUST0001929,2024-10-08,2025-09-30,Expired,Basic,1419823.12,False
194,POL00000194,1,86,2,CUST0002577,2024-12-12,2025-11-30,Expired,Premium,778826.15,False
195,POL00000195,1,75,2,CUST0000650,2025-02-08,2026-01-31,Cancelled,Basic,661976.95,True
196,POL00000196,1,50,4,CUST0003703,2025-01-04,2025-12-31,Expired,Basic,875857.93,False
197,POL00000197,9,105,1,CUST0003158,2025-07-13,2027-06-30,Active,Premium,8139198.4,False
198,POL00000198,7,10,3,CUST0002459,2025-12-31,2026-11-30,Active,Basic,487135.61,False
199,POL00000199,1,23,3,CUST0000522,2025-10-05,2026-09-30,Active,Standard,896103.66,False
200,POL00000200,2,88,1,CUST0000879,2024-07-02,2025-06-30,Expired,Standard,467868.84,False
201,POL00000201,8,24,2,CUST0000381,2025-10-08,2026-09-30,Active,Premium,4402629.03,False
202,POL00000202,10,84,1,CUST0000354,2024-09-12,2025-08-31,Expired,Basic,2065427.87,False
203,POL00000203,6,62,1,CUST0003204,2024-05-22,2025-04-30,Expired,Premium,809978.12,False
204,POL00000204,5,115,1,CUST0003541,2024-06-09,2025-05-31,Expired,Basic,590636.88,False
205,POL00000205,1,55,1,CUST0001703,2023-11-14,2024-10-31,Expired,Standard,582234.53,False
206,POL00000206,5,4,2,CUST0002606,2024-05-16,2025-04-30,Cancelled,Basic,509791.56,True
207,POL00000207,2,1,3,CUST0003027,2024-07-03,2025-06-30,Expired,Basic,583326.35,False
208,POL00000208,3,42,1,CUST0003132,2023-10-03,2025-09-30,Cancelled,Standard,1852036.27,True
209,POL00000209,2,61,3,CUST0003840,2025-03-08,2027-02-28,Active,Basic,556301.04,False
210,POL00000210,1,66,2,CUST0003951,2023-09-28,2024-08-31,Expired,Premium,602375.07,False
211,POL00000211,3,35,4,CUST0003155,2024-10-06,2025-09-30,Cancelled,Premium,1329099.88,True
212,POL00000212,1,61,2,CUST0003721,2023-07-09,2024-06-30,Expired,Standard,684568.08,False
213,POL00000213,8,16,2,CUST0000908,2024-03-29,2025-02-28,Expired,Standard,6917844.73,False
214,POL00000214,2,23,1,CUST0001568,2024-07-28,2025-06-30,Expired,Basic,644802.91,False
215,POL00000215,1,49,2,CUST0000223,2024-06-05,2025-05-31,Expired,Standard,842943.34,False
216,POL00000216,1,69,4,CUST0001371,2024-08-22,2025-07-31,Expired,Basic,563502.23,False
217,POL00000217,6,36,1,CUST0002741,2025-08-25,2027-07-31,Active,Standard,959608.5,False
218,POL00000218,2,120,1,CUST0002077,2023-10-17,2024-09-30,Expired,Standard,390438.02,False
219,POL00000219,9,32,1,CUST0001410,2023-08-08,2024-07-31,Expired,Standard,5422252.5,False
220,POL00000220,1,34,2,CUST0001541,2024-08-11,2025-07-31,Expired,Basic,466468.25,False
221,POL00000221,1,72,3,CUST0000134,2026-02-21,2028-01-31,Active,Standard,598134.61,False
222,POL00000222,6,93,4,CUST0003583,2024-10-09,2025-09-30,Expired,Premium,732737.39,False
223,POL00000223,9,112,1,CUST0002676,2026-02-24,2027-01-31,Active,Standard,5429441.91,False
224,POL00000224,6,93,3,CUST0003428,2024-11-18,2025-10-31,Expired,Standard,583776.45,False
225,POL00000225,3,117,1,CUST0003668,2024-07-17,2025-06-30,Expired,Standard,1988430.29,False
226,POL00000226,2,52,2,CUST0001671,2023-08-20,2024-07-31,Expired,Basic,520493.03,False
227,POL00000227,4,58,2,CUST0002314,2025-09-11,2026-08-31,Active,Standard,1652778.14,False
228,POL00000228,1,101,2,CUST0000680,2024-12-26,2025-11-30,Expired,Standard,877967.53,False
229,POL00000229,1,46,2,CUST0002036,2025-06-03,2026-05-31,Expired,Premium,485724.93,False
230,POL00000230,1,62,3,CUST0000475,2024-07-04,2026-06-30,Active,Basic,602085.98,False
231,POL00000231,5,59,3,CUST0001258,2024-09-04,2025-08-31,Expired,Premium,509373.24,False
232,POL00000232,3,105,4,CUST0000352,2025-12-14,2026-11-30,Active,Premium,1380453.32,False
233,POL00000233,2,89,2,CUST0002450,2024-08-09,2025-07-31,Expired,Standard,656529.88,False
234,POL00000234,1,9,3,CUST0001357,2023-10-08,2024-09-30,Expired,Premium,795574.08,False
235,POL00000235,8,103,1,CUST0001876,2024-05-08,2025-04-30,Expired,Standard,3712207.6,False
236,POL00000236,1,45,2,CUST0000788,2023-12-31,2024-11-30,Expired,Standard,612149.44,False
237,POL00000237,4,3,3,CUST0003648,2024-07-04,2025-06-30,Expired,Standard,1604229.96,False
238,POL00000238,1,96,2,CUST0002794,2026-02-20,2028-01-31,Active,Basic,710714.17,False
239,POL00000239,1,4,3,CUST0001786,2024-11-06,2025-10-31,Expired,Standard,733659.89,False
240,POL00000240,7,91,4,CUST0000146,2023-08-13,2024-07-31,Expired,Premium,461551.35,False
241,POL00000241,3,108,1,CUST0002846,2024-05-26,2025-04-30,Expired,Basic,1982430.2,False
242,POL00000242,1,92,1,CUST0003889,2024-01-06,2024-12-31,Expired,Standard,591101.94,False
243,POL00000243,1,75,3,CUST0000844,2023-08-12,2024-07-31,Expired,Premium,799208.89,False
244,POL00000244,3,57,2,CUST0001299,2023-09-29,2024-08-31,Expired,Standard,1993026.08,False
245,POL00000245,10,48,1,CUST0000405,2024-07-10,2025-06-30,Expired,Standard,1644351.98,False
246,POL00000246,3,92,4,CUST0000131,2025-09-29,2026-08-31,Active,Basic,1325866.08,False
247,POL00000247,10,15,1,CUST0001251,2024-01-10,2024-12-31,Expired,Standard,1927429.39,False
248,POL00000248,1,100,2,CUST0002760,2023-10-02,2024-09-30,Expired,Standard,486458.67,False
249,POL00000249,1,63,1,CUST0002831,2025-06-09,2026-05-31,Expired,Basic,847459.25,False
250,POL00000250,1,101,1,CUST0000226,2025-11-13,2026-10-31,Active,Standard,648941.11,False
251,POL00000251,6,4,2,CUST0001163,2024-10-31,2026-09-30,Active,Premium,588979.86,False
252,POL00000252,8,58,3,CUST0002741,2025-12-12,2026-11-30,Active,Standard,5325051.24,False
253,POL00000253,3,84,2,CUST0000848,2024-04-23,2025-03-31,Expired,Basic,1965709.52,False
254,POL00000254,1,73,3,CUST0003391,2026-01-28,2026-12-31,Active,Basic,476498.9,False
255,POL00000255,6,33,4,CUST0003378,2023-08-13,2024-07-31,Expired,Standard,983402.16,False
256,POL00000256,1,44,3,CUST0003965,2024-01-09,2024-12-31,Expired,Basic,707641.31,False
257,POL00000257,5,84,3,CUST0002985,2025-07-04,2026-06-30,Active,Basic,544557.09,False
258,POL00000258,2,36,4,CUST0002728,2024-12-07,2026-11-30,Active,Standard,572539.44,False
259,POL00000259,1,118,1,CUST0003005,2024-11-26,2025-10-31,Expired,Basic,545081.24,False
260,POL00000260,1,92,4,CUST0002903,2025-12-22,2026-11-30,Active,Standard,799593.99,False
261,POL00000261,7,106,3,CUST0000763,2025-01-22,2025-12-31,Expired,Premium,444506.1,False
262,POL00000262,3,80,3,CUST0003991,2024-07-05,2025-06-30,Expired,Standard,1555444.17,False
263,POL00000263,4,58,1,CUST0000757,2024-07-29,2025-06-30,Expired,Standard,1444981.46,False
264,POL00000264,6,77,3,CUST0002151,2026-01-09,2026-12-31,Active,Standard,855343.88,False
265,POL00000265,8,40,3,CUST0001520,2023-09-27,2024-08-31,Expired,Standard,6396042.98,False
266,POL00000266,5,72,2,CUST0001786,2025-06-08,2026-05-31,Expired,Standard,478881.34,False
267,POL00000267,1,46,1,CUST0003779,2024-01-05,2024-12-31,Expired,Standard,561852.27,False
268,POL00000268,2,13,3,CUST0001534,2025-10-12,2026-09-30,Active,Basic,619334.0,False
269,POL00000269,9,24,2,CUST0002570,2023-08-19,2025-07-31,Expired,Standard,8149328.88,False
270,POL00000270,7,26,2,CUST0000136,2024-01-09,2024-12-31,Expired,Premium,357615.48,False
271,POL00000271,1,80,4,CUST0003489,2025-12-30,2026-11-30,Active,Standard,645993.24,False
272,POL00000272,1,15,1,CUST0003347,2024-05-05,2025-04-30,Expired,Standard,552884.7,False
273,POL00000273,1,97,2,CUST0000199,2024-06-23,2025-05-31,Expired,Basic,870612.32,False
274,POL00000274,7,109,3,CUST0002481,2024-12-06,2025-11-30,Expired,Basic,548265.92,False
275,POL00000275,5,18,3,CUST0002079,2024-07-02,2025-06-30,Expired,Standard,502946.25,False
276,POL00000276,1,41,2,CUST0001502,2025-11-12,2027-10-31,Active,Standard,588752.01,False
