policy_month_id,policy_id,product_id,agent_id,region_id,accounting_month,written_premium,earned_premium,exposure_units,active_policy_flag,due_for_renewal_flag,renewed_flag
98,12,5,102,3,2025-03-01,22050.2,20257.45,0.964428,False,False,
99,12,5,102,3,2025-04-01,21954.25,19591.19,0.870799,False,False,
100,12,5,102,3,2025-05-01,22111.46,20786.0,0.856088,False,False,
101,12,5,102,3,2025-06-01,23930.21,22889.32,0.96211,False,False,
102,13,2,40,4,2025-01-01,20627.46,19059.09,0.997327,True,False,
103,13,2,40,4,2025-02-01,19063.11,18218.97,0.907274,True,False,
104,13,2,40,4,2025-03-01,21674.08,20436.89,0.87084,True,False,
105,13,2,40,4,2025-04-01,22807.81,20245.0,0.97161,True,False,
106,13,2,40,4,2025-05-01,22074.73,19757.85,0.939221,True,False,
107,13,2,40,4,2025-06-01,22241.44,20276.48,0.971867,True,False,
108,13,2,40,4,2025-07-01,20119.57,17986.4,0.886318,True,False,
109,13,2,40,4,2025-08-01,22863.48,20499.66,0.970977,True,False,
110,13,2,40,4,2025-09-01,22754.39,21410.53,0.920441,True,True,True
111,14,8,71,2,2025-01-01,59773.33,56754.89,0.919256,True,False,
112,14,8,71,2,2025-02-01,60951.08,55615.22,0.870939,True,False,
113,14,8,71,2,2025-03-01,59206.26,54696.51,0.99643,True,False,
114,14,8,71,2,2025-04-01,69056.64,61705.08,0.932717,True,False,
115,14,8,71,2,2025-05-01,63516.87,60022.08,0.85407,True,False,
116,14,8,71,2,2025-06-01,66177.82,61288.2,0.934189,True,False,
117,14,8,71,2,2025-07-01,62649.28,59007.6,0.89445,True,False,
118,14,8,71,2,2025-08-01,67049.34,64829.94,0.864064,True,False,
119,14,8,71,2,2025-09-01,66472.45,62140.75,0.911875,True,False,
120,14,8,71,2,2025-10-01,67977.63,64718.45,0.950489,True,False,
121,14,8,71,2,2025-11-01,68569.63,62103.83,0.888708,True,False,
122,14,8,71,2,2025-12-01,72374.51,66948.96,0.899388,True,True,True
123,15,5,2,1,2025-01-01,29454.58,27219.83,0.8708,False,False,
124,15,5,2,1,2025-02-01,29847.97,28745.47,0.975573,False,False,
125,15,5,2,1,2025-03-01,26908.44,25036.38,0.992152,False,False,
126,15,5,2,1,2025-04-01,30557.43,27009.21,0.851031,False,False,
127,16,5,37,1,2025-01-01,29494.47,26580.52,0.881552,True,False,
128,16,5,37,1,2025-02-01,27892.73,24677.01,0.950424,True,False,
129,16,5,37,1,2025-03-01,27649.1,24533.0,0.977395,True,False,
130,16,5,37,1,2025-04-01,28711.91,27893.75,0.850659,True,False,
131,16,5,37,1,2025-05-01,29266.59,27129.45,0.990613,True,False,
132,16,5,37,1,2025-06-01,27642.56,25834.04,0.875839,True,False,
133,16,5,37,1,2025-07-01,31115.47,28423.89,0.917529,True,True,True
134,17,3,79,3,2025-11-01,12831.51,11446.65,0.916953,True,False,
135,17,3,79,3,2025-12-01,13157.24,12044.92,0.85115,True,False,
136,17,3,79,3,2026-01-01,14165.97,13514.06,0.955608,True,False,
137,17,3,79,3,2026-02-01,13485.6,12535.59,0.949563,True,False,
138,17,3,79,3,2026-03-01,14805.55,13447.11,0.96213,True,False,
139,17,3,79,3,2026-04-01,14743.06,13909.76,0.864047,True,False,
140,17,3,79,3,2026-05-01,15218.07,14017.03,0.899428,True,False,
141,17,3,79,3,2026-06-01,14567.24,14089.32,0.947966,True,True,True
142,18,6,14,2,2025-03-01,41915.49,39797.5,0.981339,True,False,
143,18,6,14,2,2025-04-01,44469.29,41766.52,0.892163,True,False,
144,18,6,14,2,2025-05-01,42055.23,38848.8,0.930738,True,False,
145,18,6,14,2,2025-06-01,45515.68,40919.84,0.861566,True,False,
146,18,6,14,2,2025-07-01,44279.23,42520.69,0.890923,True,False,
147,18,6,14,2,2025-08-01,47249.12,42806.16,0.885237,True,False,
148,18,6,14,2,2025-09-01,44183.78,40775.46,0.890306,True,False,
149,18,6,14,2,2025-10-01,48464.43,45443.36,0.974771,True,False,
150,18,6,14,2,2025-11-01,52134.62,48158.35,0.895363,True,False,
151,18,6,14,2,2025-12-01,51721.05,47755.43,0.963593,True,False,
152,18,6,14,2,2026-01-01,53833.32,48916.32,0.90775,True,False,
153,18,6,14,2,2026-02-01,44798.03,41345.99,0.915742,True,True,False
154,19,6,77,3,2025-01-01,35852.94,33076.56,0.899357,False,False,
155,19,6,77,3,2025-02-01,32479.25,30541.8,0.88169,False,False,
156,19,6,77,3,2025-03-01,35136.5,33620.95,0.960058,False,False,
157,19,6,77,3,2025-04-01,33150.03,30567.21,0.969959,False,False,
158,19,6,77,3,2025-05-01,32883.73,29422.81,0.912636,False,False,
159,20,3,119,4,2025-01-01,12132.08,11309.82,0.983679,True,True,True
160,22,6,86,4,2025-06-01,32845.32,32075.54,0.857578,False,False,
161,22,6,86,4,2025-07-01,28945.88,27805.32,0.990224,False,False,
162,22,6,86,4,2025-08-01,32124.23,28299.4,0.864301,False,False,
163,22,6,86,4,2025-09-01,33852.22,30093.75,0.98512,False,False,
164,22,6,86,4,2025-10-01,33018.3,32128.36,0.879666,False,False,
165,22,6,86,4,2025-11-01,36573.46,34089.94,0.965148,False,False,
166,22,6,86,4,2025-12-01,32720.83,29229.62,0.884977,False,False,
167,22,6,86,4,2026-01-01,35986.23,31670.19,0.953466,False,False,
168,22,6,86,4,2026-02-01,30850.11,29192.91,0.895321,False,False,
169,22,6,86,4,2026-03-01,35366.84,32233.97,0.986603,False,False,
170,22,6,86,4,2026-04-01,33888.03,30560.22,0.977659,False,False,
171,22,6,86,4,2026-05-01,32732.91,30805.01,0.931624,False,False,
172,23,8,115,1,2025-01-01,65486.22,59303.15,0.868811,False,False,
173,23,8,115,1,2025-02-01,67416.98,61432.05,0.943287,False,False,
174,23,8,115,1,2025-03-01,67650.15,60079.57,0.893796,False,False,
175,23,8,115,1,2025-04-01,60183.66,58508.06,0.991091,False,False,
176,23,8,115,1,2025-05-01,69319.96,63529.85,0.921938,False,False,
177,23,8,115,1,2025-06-01,70071.99,67865.29,0.851718,False,False,
178,23,8,115,1,2025-07-01,62933.24,57950.94,0.9626,False,False,
179,23,8,115,1,2025-08-01,65709.13,59178.75,0.974294,False,False,
180,23,8,115,1,2025-09-01,65860.35,58703.85,0.945034,False,False,
181,23,8,115,1,2025-10-01,72179.41,67680.78,0.999455,False,False,
182,24,1,81,4,2025-01-01,29972.56,27109.24,0.899389,True,False,
183,24,1,81,4,2025-02-01,27169.74,25424.58,0.947805,True,False,
184,24,1,81,4,2025-03-01,29991.95,27981.48,0.868376,True,False,
185,24,1,81,4,2025-04-01,29075.22,26947.87,0.890405,True,False,
186,24,1,81,4,2025-05-01,28377.94,27496.89,0.928199,True,False,
187,24,1,81,4,2025-06-01,31337.76,27898.12,0.986583,True,False,
188,24,1,81,4,2025-07-01,31697.44,29131.79,0.879734,True,False,
189,24,1,81,4,2025-08-01,31664.6,29683.06,0.974733,True,False,
190,24,1,81,4,2025-09-01,30431.66,29492.16,0.957425,True,False,
191,24,1,81,4,2025-10-01,30072.0,28733.36,0.89824,True,True,True
192,26,2,120,2,2025-01-01,19875.59,18322.0,0.958848,True,False,
193,26,2,120,2,2025-02-01,19569.86,17854.0,0.926837,True,False,
194,26,2,120,2,2025-03-01,19864.4,17744.78,0.955485,True,False,
195,26,2,120,2,2025-04-01,21969.12,21411.78,0.961387,True,False,
196,26,2,120,2,2025-05-01,22092.0,20030.02,0.879939,True,False,
197,26,2,120,2,2025-06-01,22130.51,20494.42,0.910751,True,False,
198,26,2,120,2,2025-07-01,21199.9,19105.71,0.913103,True,False,
199,26,2,120,2,2025-08-01,20007.49,18728.03,0.933536,True,False,
200,26,2,120,2,2025-09-01,22382.09,21293.84,0.951093,True,False,
201,26,2,120,2,2025-10-01,23069.34,20607.99,0.982924,True,False,
202,26,2,120,2,2025-11-01,21803.69,20640.94,0.868084,True,True,True
203,27,2,27,4,2025-01-01,18353.54,16403.58,0.919788,True,False,
204,27,2,27,4,2025-02-01,16215.05,14420.54,0.999091,True,False,
205,27,2,27,4,2025-03-01,17898.26,16888.97,0.890608,True,False,
206,27,2,27,4,2025-04-01,17363.69,16345.93,0.887388,True,False,
207,27,2,27,4,2025-05-01,17883.97,16489.7,0.883756,True,False,
208,27,2,27,4,2025-06-01,20058.56,18810.97,0.860284,True,False,
209,27,2,27,4,2025-07-01,18139.25,16980.3,0.903794,True,False,
210,27,2,27,4,2025-08-01,19458.65,18137.14,0.885831,True,False,
211,27,2,27,4,2025-09-01,18652.12,17762.36,0.896308,True,True,False
212,28,3,3,3,2025-11-01,12375.79,11259.09,0.989139,True,False,
213,28,3,3,3,2025-12-01,12939.95,11485.31,0.856754,True,False,
214,28,3,3,3,2026-01-01,14110.28,12891.39,0.964707,True,False,
215,28,3,3,3,2026-02-01,14011.46,13381.92,0.987607,True,False,
216,28,3,3,3,2026-03-01,14494.56,12974.58,0.986054,True,False,
217,28,3,3,3,2026-04-01,14096.21,13538.72,0.928195,True,False,
218,28,3,3,3,2026-05-01,13843.04,13136.82,0.950349,True,False,
219,28,3,3,3,2026-06-01,15687.42,14448.76,0.960137,True,True,True
220,29,2,47,4,2025-01-01,20362.55,18617.57,0.904193,True,True,False
221,30,5,71,1,2025-10-01,32755.23,31072.73,0.98966,True,False,
222,30,5,71,1,2025-11-01,33338.48,31786.35,0.965936,True,False,
223,30,5,71,1,2025-12-01,32277.34,29889.37,0.996838,True,False,
224,30,5,71,1,2026-01-01,33254.17,30513.55,0.85874,True,False,
225,30,5,71,1,2026-02-01,29921.86,28659.18,0.989008,True,False,
226,30,5,71,1,2026-03-01,33064.59,31728.4,0.981418,True,False,
227,30,5,71,1,2026-04-01,31618.38,28264.7,0.942921,True,False,
228,30,5,71,1,2026-05-01,34281.69,31694.04,0.97251,True,False,
229,30,5,71,1,2026-06-01,34400.03,30547.12,0.914064,True,True,True
230,31,4,71,3,2025-08-01,56090.83,50839.0,0.923346,True,False,
231,31,4,71,3,2025-09-01,59268.45,56184.31,0.98949,True,False,
232,31,4,71,3,2025-10-01,59923.89,57254.54,0.893424,True,False,
233,31,4,71,3,2025-11-01,53904.66,50202.04,0.966821,True,False,
234,31,4,71,3,2025-12-01,57843.82,55613.07,0.943054,True,False,
235,31,4,71,3,2026-01-01,57730.4,52779.39,0.952411,True,False,
236,31,4,71,3,2026-02-01,60579.54,53715.87,0.932857,True,False,
237,31,4,71,3,2026-03-01,55965.39,52311.31,0.98914,True,False,
238,31,4,71,3,2026-04-01,59199.36,54959.98,0.966211,True,False,
239,31,4,71,3,2026-05-01,63154.46,57848.4,0.936623,True,False,
240,31,4,71,3,2026-06-01,68080.37,65811.3,0.89059,True,True,False
241,32,8,98,3,2025-01-01,59239.68,53386.98,0.955026,True,False,
242,32,8,98,3,2025-02-01,66952.75,60160.05,0.898777,True,False,
243,32,8,98,3,2025-03-01,59541.09,55135.25,0.927513,True,False,
244,32,8,98,3,2025-04-01,65413.92,58789.47,0.891506,True,False,
245,32,8,98,3,2025-05-01,67757.15,60370.28,0.850616,True,False,
246,32,8,98,3,2025-06-01,64557.85,60550.63,0.983722,True,False,
247,32,8,98,3,2025-07-01,61450.33,56129.92,0.978481,True,False,
248,32,8,98,3,2025-08-01,69241.28,65315.71,0.851478,True,False,
249,32,8,98,3,2025-09-01,67199.04,65708.14,0.950539,True,True,False
250,33,4,17,2,2025-01-01,36135.14,33105.26,0.898131,True,False,
251,33,4,17,2,2025-02-01,38142.59,35325.03,0.898352,True,False,
252,33,4,17,2,2025-03-01,37686.85,36927.22,0.914553,True,False,
253,33,4,17,2,2025-04-01,36537.55,34498.84,0.910096,True,False,
254,33,4,17,2,2025-05-01,39543.98,38741.4,0.918705,True,False,
255,33,4,17,2,2025-06-01,38114.03,37278.32,0.950096,True,False,
256,33,4,17,2,2025-07-01,37010.38,33742.72,0.940719,True,True,True
257,34,3,8,2,2025-08-01,13525.94,12163.93,0.878609,True,False,
258,34,3,8,2,2025-09-01,12520.61,12112.27,0.86369,True,False,
259,34,3,8,2,2025-10-01,13413.49,12962.36,0.87654,True,False,
260,34,3,8,2,2025-11-01,14212.86,13518.12,0.884497,True,False,
261,34,3,8,2,2025-12-01,14473.15,13941.03,0.858533,True,False,
262,34,3,8,2,2026-01-01,14265.76,13376.61,0.983457,True,False,
263,34,3,8,2,2026-02-01,13876.52,13315.89,0.974906,True,False,
264,34,3,8,2,2026-03-01,14454.63,12804.98,0.94983,True,False,
265,34,3,8,2,2026-04-01,15395.9,14989.63,0.965063,True,False,
266,34,3,8,2,2026-05-01,14158.0,13674.43,0.853835,True,False,
267,34,3,8,2,2026-06-01,15364.73,14266.91,0.981998,True,True,True
268,35,5,118,1,2025-01-01,19772.89,19070.17,0.899397,True,False,
269,35,5,118,1,2025-02-01,19036.66,18358.33,0.851942,True,False,
270,35,5,118,1,2025-03-01,18798.56,18108.25,0.981932,True,True,True
271,36,1,104,2,2025-01-01,28029.29,25629.47,0.996383,True,False,
272,36,1,104,2,2025-02-01,28853.77,26543.64,0.980831,True,True,True
273,37,1,72,2,2025-01-01,24856.06,23394.17,0.912549,True,True,True
274,38,1,112,2,2025-10-01,26741.55,24641.43,0.917882,False,False,
275,38,1,112,2,2025-11-01,28210.06,26858.95,0.967255,False,False,
276,38,1,112,2,2025-12-01,27765.73,25634.78,0.93384,False,False,
277,38,1,112,2,2026-01-01,27081.5,24483.88,0.944906,False,False,
278,38,1,112,2,2026-02-01,26587.8,23541.45,0.995522,False,False,
279,38,1,112,2,2026-03-01,27002.71,24707.19,0.944103,False,False,
280,38,1,112,2,2026-04-01,28499.06,27864.52,0.857511,False,False,
281,38,1,112,2,2026-05-01,30426.93,26840.05,0.877432,False,False,
282,38,1,112,2,2026-06-01,27683.92,25304.89,0.981347,False,False,
283,40,7,71,1,2025-01-01,51336.21,47819.85,0.92177,True,False,
284,40,7,71,1,2025-02-01,48848.94,45250.27,0.976587,True,True,True
285,41,1,67,4,2025-01-01,27787.92,25201.76,0.927336,True,False,
286,41,1,67,4,2025-02-01,27302.2,24451.0,0.85651,True,False,
287,41,1,67,4,2025-03-01,26581.75,25977.79,0.904196,True,False,
288,41,1,67,4,2025-04-01,28042.41,26307.33,0.920503,True,False,
289,41,1,67,4,2025-05-01,30940.3,28903.32,0.865004,True,False,
290,41,1,67,4,2025-06-01,32094.55,29450.87,0.999419,True,False,
291,41,1,67,4,2025-07-01,30395.89,28238.73,0.90421,True,False,
292,41,1,67,4,2025-08-01,30427.43,28216.0,0.928859,True,True,False
293,42,6,39,3,2025-01-01,30472.21,27671.59,0.913798,True,False,
294,42,6,39,3,2025-02-01,27365.62,25330.36,0.988112,True,False,
295,42,6,39,3,2025-03-01,28343.18,25194.87,0.852398,True,True,True
296,44,5,107,1,2025-07-01,24538.44,23241.17,0.946116,True,False,
297,44,5,107,1,2025-08-01,24964.46,24099.29,0.900428,True,False,
298,44,5,107,1,2025-09-01,24285.43,22969.28,0.901216,True,False,
299,44,5,107,1,2025-10-01,26211.4,24794.48,0.850024,True,False,
300,44,5,107,1,2025-11-01,24166.13,23042.03,0.86132,True,False,
301,44,5,107,1,2025-12-01,26150.63,23128.91,0.97424,True,False,
302,44,5,107,1,2026-01-01,26581.53,23933.37,0.979396,True,False,
303,44,5,107,1,2026-02-01,23554.85,22865.9,0.995811,True,False,
304,44,5,107,1,2026-03-01,25938.97,25000.8,0.973563,True,False,
305,44,5,107,1,2026-04-01,25330.58,22600.23,0.862476,True,False,
306,44,5,107,1,2026-05-01,24108.29,22452.16,0.855319,True,False,
307,44,5,107,1,2026-06-01,25877.36,23514.3,0.98078,True,True,True
308,45,1,67,1,2026-02-01,41049.64,36457.01,0.929167,True,False,
309,45,1,67,1,2026-03-01,39181.96,36632.59,0.860994,True,False,
310,45,1,67,1,2026-04-01,42224.94,39306.07,0.976541,True,False,
311,45,1,67,1,2026-05-01,39563.16,35303.22,0.997029,True,False,
312,45,1,67,1,2026-06-01,42864.46,40765.84,0.893752,True,True,True
313,46,5,65,1,2025-06-01,23033.73,22185.55,0.915122,True,False,
314,46,5,65,1,2025-07-01,24205.46,22105.06,0.880703,True,False,
315,46,5,65,1,2025-08-01,22687.03,21248.38,0.923635,True,False,
316,46,5,65,1,2025-09-01,24756.52,23885.69,0.855526,True,False,
317,46,5,65,1,2025-10-01,26879.73,25965.99,0.956639,True,False,
318,46,5,65,1,2025-11-01,26629.15,25933.26,0.983457,True,False,
319,46,5,65,1,2025-12-01,25563.68,24140.94,0.930286,True,False,
320,46,5,65,1,2026-01-01,24693.73,22298.63,0.925733,True,False,
321,46,5,65,1,2026-02-01,24888.03,23329.07,0.969574,True,False,
322,46,5,65,1,2026-03-01,26528.87,24066.77,0.889814,True,False,
323,46,5,65,1,2026-04-01,25991.74,23857.43,0.993996,True,False,
324,46,5,65,1,2026-05-01,26293.56,23816.65,0.865831,True,True,True
325,47,1,19,3,2025-01-01,27468.6,24697.93,0.88787,True,True,True
326,48,5,48,3,2025-07-01,24135.46,21482.53,0.949724,True,False,
327,48,5,48,3,2025-08-01,24203.15,23235.65,0.863059,True,False,
328,48,5,48,3,2025-09-01,23106.4,22190.34,0.915951,True,False,
329,48,5,48,3,2025-10-01,27330.36,25942.15,0.858134,True,False,
330,48,5,48,3,2025-11-01,25683.39,23364.06,0.964138,True,False,
331,48,5,48,3,2025-12-01,24655.35,23872.82,0.959456,True,False,
332,48,5,48,3,2026-01-01,26713.65,25007.23,0.992784,True,False,
333,48,5,48,3,2026-02-01,26539.4,25801.5,0.973335,True,False,
334,48,5,48,3,2026-03-01,24695.63,22151.38,0.894716,True,False,
335,48,5,48,3,2026-04-01,27404.98,26757.15,0.880561,True,False,
336,48,5,48,3,2026-05-01,24612.8,23278.63,0.933025,True,False,
337,48,5,48,3,2026-06-01,26227.5,25459.14,0.933557,True,True,True
338,49,1,44,3,2025-01-01,36262.47,33762.28,0.93724,True,False,
339,49,1,44,3,2025-02-01,37109.52,36052.94,0.989814,True,False,
340,49,1,44,3,2025-03-01,37018.42,33570.91,0.980062,True,False,
341,49,1,44,3,2025-04-01,39030.97,35782.31,0.944113,True,False,
342,49,1,44,3,2025-05-01,37747.1,36363.5,0.900497,True,False,
343,49,1,44,3,2025-06-01,38211.56,36656.15,0.880064,True,False,
344,49,1,44,3,2025-07-01,37833.49,34991.65,0.905105,True,False,
345,49,1,44,3,2025-08-01,35441.27,31229.6,0.942053,True,False,
346,49,1,44,3,2025-09-01,38517.1,37500.82,0.895186,True,False,
347,49,1,44,3,2025-10-01,35670.0,33042.26,0.856295,True,True,True
348,50,1,82,4,2025-01-01,36301.61,33604.74,0.899074,True,False,
349,50,1,82,4,2025-02-01,37409.92,34179.56,0.874012,True,True,True
350,51,3,78,3,2025-11-01,14284.09,12927.27,0.904365,True,False,
351,51,3,78,3,2025-12-01,12741.07,12037.36,0.891532,True,False,
352,51,3,78,3,2026-01-01,12929.88,12137.29,0.964683,True,False,
353,51,3,78,3,2026-02-01,13880.45,12906.71,0.996012,True,False,
354,51,3,78,3,2026-03-01,13325.29,12356.29,0.878674,True,False,
355,51,3,78,3,2026-04-01,14483.7,13448.96,0.965746,True,False,
356,51,3,78,3,2026-05-01,14501.22,12968.49,0.99245,True,False,
357,51,3,78,3,2026-06-01,14179.27,12824.97,0.985262,True,True,True
358,52,4,94,1,2025-07-01,40557.53,36857.76,0.857866,True,False,
359,52,4,94,1,2025-08-01,38144.37,34502.01,0.959511,True,False,
360,52,4,94,1,2025-09-01,37139.28,32972.66,0.920935,True,False,
361,52,4,94,1,2025-10-01,37900.51,34317.41,0.897184,True,False,
362,52,4,94,1,2025-11-01,38398.17,35487.59,0.936538,True,False,
363,52,4,94,1,2025-12-01,40230.56,37797.5,0.869312,True,False,
364,52,4,94,1,2026-01-01,37500.77,36494.87,0.883447,True,False,
365,52,4,94,1,2026-02-01,42849.22,37990.35,0.951383,True,False,
366,52,4,94,1,2026-03-01,41732.65,38655.46,0.906063,True,False,
367,52,4,94,1,2026-04-01,45579.42,43314.57,0.947021,True,False,
368,52,4,94,1,2026-05-01,46411.49,41153.84,0.962364,True,False,
369,52,4,94,1,2026-06-01,47090.97,46014.01,0.87602,True,True,False
370,53,6,26,1,2026-02-01,45030.31,42743.05,0.946193,True,False,
371,53,6,26,1,2026-03-01,48528.76,44377.11,0.88587,True,False,
372,53,6,26,1,2026-04-01,48112.12,42816.86,0.895344,True,False,
373,53,6,26,1,2026-05-01,49786.7,46374.87,0.93654,True,False,
