expense_month_id,accounting_month,product_id,region_id,acquisition_expense,operating_expense
205,2025-06-01,2,1,188837.81,150398.67
206,2025-06-01,2,2,188452.74,217712.68
207,2025-06-01,2,3,192207.72,309802.8
208,2025-06-01,2,4,156674.11,246443.72
209,2025-06-01,3,1,239676.08,273105.13
210,2025-06-01,3,2,218340.22,345126.07
211,2025-06-01,3,3,226040.06,230070.56
212,2025-06-01,3,4,147319.48,222136.56
213,2025-06-01,4,1,174567.25,182671.36
214,2025-06-01,4,2,197842.29,291107.38
215,2025-06-01,4,3,255126.31,136999.37
216,2025-06-01,4,4,109825.35,412507.65
217,2025-06-01,5,1,200490.85,158950.95
218,2025-06-01,5,2,257606.48,242202.17
219,2025-06-01,5,3,212506.05,152123.72
220,2025-06-01,5,4,247614.96,362235.44
221,2025-06-01,6,1,137071.9,235496.15
222,2025-06-01,6,2,269892.43,237453.98
223,2025-06-01,6,3,81151.93,122415.12
224,2025-06-01,6,4,144126.18,209888.62
225,2025-06-01,7,1,114307.14,251644.54
226,2025-06-01,7,2,111173.9,230374.38
227,2025-06-01,7,3,270661.31,320014.66
228,2025-06-01,7,4,115744.78,267416.44
229,2025-06-01,8,1,152276.56,266804.39
230,2025-06-01,8,2,158178.64,372479.93
231,2025-06-01,8,3,106623.51,389188.35
232,2025-06-01,8,4,173420.97,130896.79
233,2025-06-01,9,1,228751.02,183974.84
234,2025-06-01,9,2,141796.31,276962.04
235,2025-06-01,9,3,122692.94,416213.42
236,2025-06-01,9,4,256131.86,243719.13
237,2025-06-01,10,1,163387.43,396880.58
238,2025-06-01,10,2,180873.86,414019.16
239,2025-06-01,10,3,159145.38,168592.34
240,2025-06-01,10,4,115227.97,316323.32
241,2025-07-01,1,1,241521.99,168464.78
242,2025-07-01,1,2,203584.38,337089.1
243,2025-07-01,1,3,171113.16,383410.14
244,2025-07-01,1,4,264487.18,189106.43
245,2025-07-01,2,1,138445.85,343970.26
246,2025-07-01,2,2,185665.13,362445.18
247,2025-07-01,2,3,88871.7,399941.69
248,2025-07-01,2,4,89301.7,210825.21
249,2025-07-01,3,1,106446.56,144818.75
250,2025-07-01,3,2,261163.29,137893.16
251,2025-07-01,3,3,165302.91,279972.65
252,2025-07-01,3,4,143431.79,352652.34
253,2025-07-01,4,1,219266.3,158232.13
254,2025-07-01,4,2,123589.78,321649.98
255,2025-07-01,4,3,188554.18,175727.8
256,2025-07-01,4,4,154753.58,142743.14
257,2025-07-01,5,1,263697.41,162591.51
258,2025-07-01,5,2,268889.52,204723.75
259,2025-07-01,5,3,121924.59,342180.18
260,2025-07-01,5,4,198102.05,408532.26
261,2025-07-01,6,1,153385.8,205236.62
262,2025-07-01,6,2,200093.56,252662.31
263,2025-07-01,6,3,219434.15,228068.49
264,2025-07-01,6,4,128396.97,221027.37
265,2025-07-01,7,1,275053.81,164194.03
266,2025-07-01,7,2,267150.62,133436.49
267,2025-07-01,7,3,85161.55,331044.73
268,2025-07-01,7,4,185201.0,175202.96
269,2025-07-01,8,1,172535.33,279928.07
270,2025-07-01,8,2,169623.58,399031.63
271,2025-07-01,8,3,151056.21,144055.46
272,2025-07-01,8,4,185355.01,237204.76
273,2025-07-01,9,1,118069.35,275762.01
274,2025-07-01,9,2,171237.52,351684.87
275,2025-07-01,9,3,88476.39,171499.24
276,2025-07-01,9,4,107476.98,218519.66
277,2025-07-01,10,1,279458.94,151025.71
278,2025-07-01,10,2,155180.69,262357.84
279,2025-07-01,10,3,270430.05,213372.49
280,2025-07-01,10,4,265430.47,416482.88
281,2025-08-01,1,1,116593.43,284147.43
282,2025-08-01,1,2,96740.05,175978.96
283,2025-08-01,1,3,219003.74,289845.64
284,2025-08-01,1,4,150894.04,373520.4
285,2025-08-01,2,1,258655.66,209772.74
286,2025-08-01,2,2,218875.83,178834.56
287,2025-08-01,2,3,129855.81,399827.86
288,2025-08-01,2,4,164065.2,303586.98
289,2025-08-01,3,1,274925.47,195681.18
290,2025-08-01,3,2,102669.99,401304.6
291,2025-08-01,3,3,259583.94,191598.72
292,2025-08-01,3,4,194229.35,221836.79
293,2025-08-01,4,1,157019.25,405318.47
294,2025-08-01,4,2,152901.08,221316.97
295,2025-08-01,4,3,227580.92,236026.54
296,2025-08-01,4,4,94911.08,181700.87
297,2025-08-01,5,1,122468.83,378771.65
298,2025-08-01,5,2,273895.83,387691.46
299,2025-08-01,5,3,111100.0,368627.83
300,2025-08-01,5,4,270611.43,384855.75
301,2025-08-01,6,1,230568.06,265338.1
302,2025-08-01,6,2,238471.01,348802.32
303,2025-08-01,6,3,167149.44,223739.3
304,2025-08-01,6,4,122990.89,153201.49
305,2025-08-01,7,1,97214.4,205272.89
306,2025-08-01,7,2,260244.6,386843.93
307,2025-08-01,7,3,210818.45,181936.93
308,2025-08-01,7,4,165170.03,142250.04
309,2025-08-01,8,1,263205.38,333763.96
310,2025-08-01,8,2,89726.78,155743.53
311,2025-08-01,8,3,174999.67,148539.1
312,2025-08-01,8,4,113468.58,300650.85
313,2025-08-01,9,1,249568.05,419432.82
314,2025-08-01,9,2,141381.65,319569.15
315,2025-08-01,9,3,233726.23,233583.43
316,2025-08-01,9,4,276224.06,126207.58
317,2025-08-01,10,1,251802.68,169197.13
318,2025-08-01,10,2,99778.22,128435.21
319,2025-08-01,10,3,161854.83,185878.08
320,2025-08-01,10,4,222200.34,266170.26
321,2025-09-01,1,1,120819.73,129432.46
322,2025-09-01,1,2,136403.58,193859.2
323,2025-09-01,1,3,255160.64,410023.74
324,2025-09-01,1,4,244033.16,225285.8
325,2025-09-01,2,1,200769.16,238121.13
326,2025-09-01,2,2,126378.58,279782.62
327,2025-09-01,2,3,132542.53,310303.08
328,2025-09-01,2,4,241181.74,238020.18
329,2025-09-01,3,1,150976.1,142399.23
330,2025-09-01,3,2,116640.09,134395.67
331,2025-09-01,3,3,100088.78,324930.4
332,2025-09-01,3,4,181527.5,339670.08
333,2025-09-01,4,1,194573.17,285512.79
334,2025-09-01,4,2,230038.92,414548.73
335,2025-09-01,4,3,104051.5,398566.18
336,2025-09-01,4,4,90474.65,270866.7
337,2025-09-01,5,1,204040.18,128789.42
338,2025-09-01,5,2,133038.31,212314.46
339,2025-09-01,5,3,136854.17,294484.36
340,2025-09-01,5,4,208723.92,205797.85
341,2025-09-01,6,1,241472.24,388661.56
342,2025-09-01,6,2,197764.94,374016.42
343,2025-09-01,6,3,203347.68,142372.93
344,2025-09-01,6,4,198060.0,402875.21
345,2025-09-01,7,1,128980.88,251453.62
346,2025-09-01,7,2,177457.96,308002.15
347,2025-09-01,7,3,112796.92,314552.49
348,2025-09-01,7,4,256437.47,321482.8
349,2025-09-01,8,1,252551.85,411850.13
350,2025-09-01,8,2,217238.93,359610.73
351,2025-09-01,8,3,206067.55,359106.38
352,2025-09-01,8,4,188505.05,314994.49
353,2025-09-01,9,1,250047.09,233834.57
354,2025-09-01,9,2,134885.46,177531.31
355,2025-09-01,9,3,150184.2,381932.73
356,2025-09-01,9,4,116865.48,349667.84
357,2025-09-01,10,1,254952.98,275330.91
358,2025-09-01,10,2,176520.02,152379.71
359,2025-09-01,10,3,109706.44,295171.17
360,2025-09-01,10,4,106398.84,178556.09
361,2025-10-01,1,1,148039.13,189659.08
362,2025-10-01,1,2,164187.5,225973.02
363,2025-10-01,1,3,171162.9,197759.59
364,2025-10-01,1,4,147558.51,345676.3
365,2025-10-01,2,1,164459.1,232589.27
366,2025-10-01,2,2,117489.56,338608.33
367,2025-10-01,2,3,123789.27,386746.8
368,2025-10-01,2,4,255228.67,401049.92
369,2025-10-01,3,1,257725.6,249901.09
370,2025-10-01,3,2,186349.05,336224.13
371,2025-10-01,3,3,115297.11,268217.89
372,2025-10-01,3,4,105176.15,170517.22
373,2025-10-01,4,1,134324.65,393423.13
374,2025-10-01,4,2,156255.29,334923.1
375,2025-10-01,4,3,140841.42,304535.97
376,2025-10-01,4,4,107119.67,299168.42
377,2025-10-01,5,1,252104.25,290168.16
378,2025-10-01,5,2,114432.05,257862.19
379,2025-10-01,5,3,209430.98,245006.83
380,2025-10-01,5,4,198769.88,131664.57
381,2025-10-01,6,1,145724.3,204595.85
382,2025-10-01,6,2,190220.34,190301.46
383,2025-10-01,6,3,80292.69,397953.16
384,2025-10-01,6,4,172130.31,360895.56
385,2025-10-01,7,1,137677.31,313584.44
386,2025-10-01,7,2,117003.32,225890.05
387,2025-10-01,7,3,174871.32,388362.96
388,2025-10-01,7,4,260417.1,323192.46
389,2025-10-01,8,1,238514.37,214033.12
390,2025-10-01,8,2,136097.34,353184.68
391,2025-10-01,8,3,125414.1,377528.63
392,2025-10-01,8,4,102900.48,358308.54
393,2025-10-01,9,1,144475.0,346751.54
394,2025-10-01,9,2,209514.02,404413.12
395,2025-10-01,9,3,85371.3,326854.58
396,2025-10-01,9,4,152917.52,257005.66
397,2025-10-01,10,1,172850.93,138886.72
398,2025-10-01,10,2,210638.9,322277.1
399,2025-10-01,10,3,271461.52,392780.51
400,2025-10-01,10,4,104597.61,359948.03
401,2025-11-01,1,1,90195.58,315955.71
402,2025-11-01,1,2,115285.06,216598.06
403,2025-11-01,1,3,94051.33,133764.37
404,2025-11-01,1,4,141146.61,164039.81
405,2025-11-01,2,1,211479.62,126533.44
406,2025-11-01,2,2,141370.13,354745.59
407,2025-11-01,2,3,243459.26,393387.73
408,2025-11-01,2,4,172318.1,260546.48
409,2025-11-01,3,1,130819.56,171530.14
410,2025-11-01,3,2,249711.09,339149.91
411,2025-11-01,3,3,224782.05,131451.17
412,2025-11-01,3,4,143308.66,334135.35
413,2025-11-01,4,1,87691.45,320687.29
414,2025-11-01,4,2,206875.16,412912.73
415,2025-11-01,4,3,234241.01,348301.36
416,2025-11-01,4,4,109418.63,313179.07
417,2025-11-01,5,1,239125.74,299848.07
418,2025-11-01,5,2,261279.21,253484.54
419,2025-11-01,5,3,93581.27,274764.73
420,2025-11-01,5,4,229844.01,204225.75
421,2025-11-01,6,1,96654.69,131852.32
422,2025-11-01,6,2,248316.49,373133.37
423,2025-11-01,6,3,110716.78,236029.82
424,2025-11-01,6,4,232608.91,291740.38
425,2025-11-01,7,1,198842.38,240088.15
426,2025-11-01,7,2,266257.8,361350.25
427,2025-11-01,7,3,90499.47,167953.78
428,2025-11-01,7,4,231712.46,395092.46
429,2025-11-01,8,1,119388.66,176870.95
430,2025-11-01,8,2,105993.68,207444.38
431,2025-11-01,8,3,151151.06,329561.07
432,2025-11-01,8,4,137610.19,209649.19
433,2025-11-01,9,1,214665.02,142636.48
434,2025-11-01,9,2,150780.69,178942.11
435,2025-11-01,9,3,118737.27,376973.27
436,2025-11-01,9,4,113756.22,144520.86
437,2025-11-01,10,1,223186.23,380790.44
438,2025-11-01,10,2,261277.26,253955.96
439,2025-11-01,10,3,258659.27,205292.4
440,2025-11-01,10,4,275305.97,315042.89
441,2025-12-01,1,1,182921.19,193292.4
442,2025-12-01,1,2,86869.39,211968.23
443,2025-12-01,1,3,260156.94,185891.05
444,2025-12-01,1,4,263628.87,357926.1
445,2025-12-01,2,1,185155.22,412797.19
446,2025-12-01,2,2,235343.44,373663.44
447,2025-12-01,2,3,89899.76,369812.28
448,2025-12-01,2,4,226146.49,180028.84
449,2025-12-01,3,1,109988.98,292594.54
450,2025-12-01,3,2,225111.16,180565.5
451,2025-12-01,3,3,132430.59,273738.85
452,2025-12-01,3,4,195213.57,234998.03
453,2025-12-01,4,1,277403.31,342105.91
454,2025-12-01,4,2,138498.16,369061.44
455,2025-12-01,4,3,88407.73,418143.63
456,2025-12-01,4,4,99996.85,337252.53
457,2025-12-01,5,1,84188.64,309160.37
458,2025-12-01,5,2,252343.49,299048.26
459,2025-12-01,5,3,145958.68,226008.61
460,2025-12-01,5,4,161059.39,336247.23
461,2025-12-01,6,1,82217.94,242776.39
462,2025-12-01,6,2,102200.8,419913.11
463,2025-12-01,6,3,196238.52,243378.91
464,2025-12-01,6,4,116747.0,351946.1
465,2025-12-01,7,1,249518.53,404065.24
466,2025-12-01,7,2,118335.43,416922.22
467,2025-12-01,7,3,190037.76,166421.36
468,2025-12-01,7,4,136001.32,386919.28
469,2025-12-01,8,1,264376.6,173678.32
470,2025-12-01,8,2,109376.91,131317.56
471,2025-12-01,8,3,108006.51,218674.3
472,2025-12-01,8,4,181672.82,205154.68
473,2025-12-01,9,1,230180.28,345981.8
474,2025-12-01,9,2,269250.7,310844.19
475,2025-12-01,9,3,134861.3,143615.71
476,2025-12-01,9,4,116278.1,334129.75
477,2025-12-01,10,1,106927.07,343804.1
478,2025-12-01,10,2,133363.98,209772.81
479,2025-12-01,10,3,165879.46,414398.85
480,2025-12-01,10,4,141274.48,368073.33
481,2026-01-01,1,1,83013.29,168212.14
482,2026-01-01,1,2,91815.79,318301.49
483,2026-01-01,1,3,172902.81,182362.77
484,2026-01-01,1,4,132295.07,393624.59
485,2026-01-01,2,1,200802.4,265668.16
486,2026-01-01,2,2,135170.95,226490.01
487,2026-01-01,2,3,125975.74,377477.53
488,2026-01-01,2,4,205534.03,382242.8
489,2026-01-01,3,1,183496.28,299292.42
490,2026-01-01,3,2,141515.31,254633.31
491,2026-01-01,3,3,94860.1,404233.66
492,2026-01-01,3,4,111678.84,414362.13
493,2026-01-01,4,1,84395.41,376253.03
494,2026-01-01,4,2,139959.86,206232.84
495,2026-01-01,4,3,80155.61,159653.17
496,2026-01-01,4,4,184181.02,141817.38
497,2026-01-01,5,1,93566.86,147234.81
498,2026-01-01,5,2,89074.4,304900.56
499,2026-01-01,5,3,139918.01,256624.11
500,2026-01-01,5,4,161685.89,237969.9
501,2026-01-01,6,1,215597.81,353335.71
502,2026-01-01,6,2,84597.72,405122.57
503,2026-01-01,6,3,235782.7,277093.85
504,2026-01-01,6,4,171319.48,254768.94
505,2026-01-01,7,1,194537.44,222069.04
506,2026-01-01,7,2,214615.75,310841.35
507,2026-01-01,7,3,207662.27,375880.68
508,2026-01-01,7,4,115008.91,257280.23
509,2026-01-01,8,1,86845.62,254621.03
510,2026-01-01,8,2,202754.52,340609.87
511,2026-01-01,8,3,125767.39,337090.95
512,2026-01-01,8,4,187826.02,375285.56
513,2026-01-01,9,1,160785.76,354044.59
514,2026-01-01,9,2,88727.71,272819.32
515,2026-01-01,9,3,215439.42,176636.18
516,2026-01-01,9,4,89584.08,241392.45
517,2026-01-01,10,1,105274.89,196509.11
518,2026-01-01,10,2,276709.95,217086.3
519,2026-01-01,10,3,182820.85,245622.52
520,2026-01-01,10,4,140064.86,244682.57
521,2026-02-01,1,1,256646.08,283363.3
522,2026-02-01,1,2,99332.18,378521.2
523,2026-02-01,1,3,264374.99,388070.22
524,2026-02-01,1,4,142395.35,179689.02
525,2026-02-01,2,1,250981.92,232403.49
526,2026-02-01,2,2,201197.1,319112.89
527,2026-02-01,2,3,209377.24,387005.77
528,2026-02-01,2,4,221124.77,359077.66
529,2026-02-01,3,1,267287.76,206065.76
530,2026-02-01,3,2,175364.9,189876.74
531,2026-02-01,3,3,203575.25,135976.58
532,2026-02-01,3,4,104857.26,383763.5
533,2026-02-01,4,1,211336.18,336153.47
534,2026-02-01,4,2,136073.18,271228.72
535,2026-02-01,4,3,125844.99,275301.92
536,2026-02-01,4,4,141882.74,369966.26
537,2026-02-01,5,1,102960.07,222069.04
538,2026-02-01,5,2,220798.33,404319.86
539,2026-02-01,5,3,94366.16,243306.19
540,2026-02-01,5,4,272223.45,153218.23
541,2026-02-01,6,1,143410.57,145145.71
542,2026-02-01,6,2,148724.26,180278.74
543,2026-02-01,6,3,199819.5,150322.95
544,2026-02-01,6,4,113055.21,415558.32
545,2026-02-01,7,1,80916.73,172968.42
546,2026-02-01,7,2,259599.75,261254.55
547,2026-02-01,7,3,157219.08,127351.07
548,2026-02-01,7,4,158123.3,316643.37
549,2026-02-01,8,1,182823.49,126277.43
550,2026-02-01,8,2,194653.55,291639.03
551,2026-02-01,8,3,154455.7,211441.26
552,2026-02-01,8,4,101736.29,305305.35
553,2026-02-01,9,1,250700.95,123148.33
554,2026-02-01,9,2,142385.64,344458.94
555,2026-02-01,9,3,221638.34,126051.18
556,2026-02-01,9,4,247601.71,298236.52
557,2026-02-01,10,1,158253.82,353889.45
558,2026-02-01,10,2,188554.6,142040.46
559,2026-02-01,10,3,106946.97,337340.99
560,2026-02-01,10,4,178602.29,159181.53
561,2026-03-01,1,1,118683.21,209713.65
562,2026-03-01,1,2,94604.05,131226.23
563,2026-03-01,1,3,86755.17,264642.91
564,2026-03-01,1,4,141834.69,241785.6
565,2026-03-01,2,1,123737.53,155342.62
566,2026-03-01,2,2,203355.71,241982.73
567,2026-03-01,2,3,137516.81,318824.17
568,2026-03-01,2,4,105449.44,406668.16
569,2026-03-01,3,1,276433.52,293927.48
570,2026-03-01,3,2,152925.25,206463.61
571,2026-03-01,3,3,190093.88,178975.28
572,2026-03-01,3,4,222615.77,412720.54
573,2026-03-01,4,1,106342.3,179139.37
574,2026-03-01,4,2,248635.17,165218.26
575,2026-03-01,4,3,155593.92,288726.16
576,2026-03-01,4,4,268975.57,379001.78
577,2026-03-01,5,1,111633.52,405425.94
578,2026-03-01,5,2,161016.29,166982.09
579,2026-03-01,5,3,207378.39,305747.3
580,2026-03-01,5,4,186565.41,171743.65
581,2026-03-01,6,1,169452.71,262008.89
582,2026-03-01,6,2,180627.75,244929.46
583,2026-03-01,6,3,167987.1,377751.58
584,2026-03-01,6,4,164720.81,395541.18
585,2026-03-01,7,1,169921.9,327675.94
586,2026-03-01,7,2,242770.55,340861.87
587,2026-03-01,7,3,175319.89,138465.84
588,2026-03-01,7,4,202098.28,260231.6
589,2026-03-01,8,1,215835.92,301134.42
590,2026-03-01,8,2,166422.53,359246.54
591,2026-03-01,8,3,105316.11,235984.26
592,2026-03-01,8,4,82344.4,351260.84
593,2026-03-01,9,1,148742.87,131451.58
594,2026-03-01,9,2,256590.73,233001.43
595,2026-03-01,9,3,121637.47,231569.07
596,2026-03-01,9,4,227125.26,235232.47
597,2026-03-01,10,1,228508.09,248030.83
598,2026-03-01,10,2,175237.84,264267.16
599,2026-03-01,10,3,278051.11,126833.34
600,2026-03-01,10,4,122485.96,225229.98
601,2026-04-01,1,1,133127.75,265333.45
602,2026-04-01,1,2,96980.19,176149.46
603,2026-04-01,1,3,255026.05,325940.69
604,2026-04-01,1,4,119856.15,227260.86
605,2026-04-01,2,1,89051.24,200298.63
